cancer_site,state,year,count,population,crude_rate_100k
I Leukemia,Arkansas,2012,31,791147,3.9200000000000004
I Leukemia,California,2012,555,10317070,5.38
I Leukemia,Colorado,2012,56,1378145,4.0600000000000005
I Leukemia,Connecticut,2012,46,910496,5.050000000000001
I Leukemia,Florida,2012,247,4486969,5.5
I Leukemia,Georgia,2012,107,2779149,3.85
I Leukemia,Idaho,2012,18,475563,3.78
I Leukemia,Illinois,2012,168,3437783,4.890000000000001
I Leukemia,Indiana,2012,96,1784361,5.38
I Leukemia,Iowa,2012,32,820668,3.9000000000000004
I Leukemia,Kansas,2012,40,812823,4.920000000000001
I Leukemia,Kentucky,2012,47,1138332,4.13
I Leukemia,Louisiana,2012,46,1241363,3.7100000000000004
I Leukemia,Maryland,2012,52,1521070,3.4200000000000004
I Leukemia,Massachusetts,2012,73,1625373,4.49
I Leukemia,Michigan,2012,104,2573737,4.04
I Leukemia,Minnesota,2012,67,1431778,4.68
I Leukemia,Mississippi,2012,29,831266,3.49
I Leukemia,Missouri,2012,70,1574173,4.45
I Leukemia,Nebraska,2012,31,518988,5.970000000000001
I Leukemia,Nevada,2012,26,721354,3.6
I Leukemia,New Hampshire,2012,16,317921,5.03
I Leukemia,New Jersey,2012,107,2285979,4.68
I Leukemia,New Mexico,2012,19,574742,3.3100000000000005
I Leukemia,New York,2012,238,4876123,4.88
I Leukemia,North Carolina,2012,126,2553139,4.94
I Leukemia,Ohio,2012,103,3003532,3.4299999999999997
I Leukemia,Oklahoma,2012,58,1047147,5.54
I Leukemia,Oregon,2012,51,962738,5.300000000000001
I Leukemia,Pennsylvania,2012,146,3135457,4.66
I Leukemia,South Carolina,2012,49,1210232,4.05
I Leukemia,Tennessee,2012,83,1668708,4.970000000000001
I Leukemia,Texas,2012,404,7752093,5.210000000000001
I Leukemia,Utah,2012,48,977592,4.91
I Leukemia,Virginia,2012,75,2100329,3.5700000000000003
I Leukemia,Washington,2012,103,1771021,5.82
I Leukemia,West Virginia,2012,16,433159,3.69
I Leukemia,Wisconsin,2012,76,1487603,5.11
I Leukemia,Alabama,2013,55,1252409,4.39
I Leukemia,Arizona,2013,84,1787090,4.7
I Leukemia,Arkansas,2013,35,788196,4.44
I Leukemia,California,2013,559,10281356,5.44
I Leukemia,Colorado,2013,70,1383194,5.0600000000000005
I Leukemia,Connecticut,2013,36,900260,4
I Leukemia,Florida,2013,228,4504408,5.0600000000000005
I Leukemia,Georgia,2013,107,2776752,3.85
I Leukemia,Hawaii,2013,26,345374,7.53
I Leukemia,Idaho,2013,23,477668,4.82
I Leukemia,Illinois,2013,159,3406313,4.670000000000001
I Leukemia,Indiana,2013,66,1781561,3.7
I Leukemia,Iowa,2013,35,823432,4.25
I Leukemia,Kansas,2013,33,811514,4.07
I Leukemia,Kentucky,2013,42,1138299,3.69
I Leukemia,Louisiana,2013,56,1238745,4.5200000000000005
I Leukemia,Maryland,2013,71,1519545,4.670000000000001
I Leukemia,Massachusetts,2013,61,1624173,3.7600000000000002
I Leukemia,Michigan,2013,112,2549860,4.39
I Leukemia,Minnesota,2013,64,1432396,4.470000000000001
I Leukemia,Mississippi,2013,38,824720,4.61
I Leukemia,Missouri,2013,51,1564946,3.2600000000000002
I Leukemia,Nebraska,2013,21,521700,4.03
I Leukemia,Nevada,2013,37,722574,5.120000000000001
I Leukemia,New Jersey,2013,96,2277452,4.220000000000001
I Leukemia,New Mexico,2013,31,570265,5.44
I Leukemia,New York,2013,241,4861824,4.960000000000001
I Leukemia,North Carolina,2013,104,2550293,4.08
I Leukemia,Ohio,2013,144,2989139,4.82
I Leukemia,Oklahoma,2013,43,1054508,4.08
I Leukemia,Oregon,2013,41,958401,4.28
I Leukemia,Pennsylvania,2013,147,3114308,4.720000000000001
I Leukemia,South Carolina,2013,52,1207716,4.3100000000000005
I Leukemia,Tennessee,2013,75,1668674,4.49
I Leukemia,Texas,2013,405,7817791,5.18
I Leukemia,Utah,2013,55,989314,5.5600000000000005
I Leukemia,Virginia,2013,80,2103307,3.8000000000000003
I Leukemia,Washington,2013,84,1775480,4.7299999999999995
I Leukemia,Wisconsin,2013,69,1480016,4.66
I Leukemia,Alabama,2014,57,1248641,4.5600000000000005
I Leukemia,Arizona,2014,86,1789283,4.8100000000000005
I Leukemia,Arkansas,2014,28,786190,3.5600000000000005
I Leukemia,California,2014,599,10252905,5.84
I Leukemia,Colorado,2014,59,1391463,4.24
I Leukemia,Connecticut,2014,33,891933,3.7
I Leukemia,Florida,2014,235,4531200,5.19
I Leukemia,Georgia,2014,107,2781718,3.85
I Leukemia,Hawaii,2014,16,344980,4.64
I Leukemia,Idaho,2014,17,481871,3.53
I Leukemia,Illinois,2014,170,3373212,5.04
I Leukemia,Indiana,2014,65,1777906,3.66
I Leukemia,Iowa,2014,34,827077,4.11
I Leukemia,Kansas,2014,42,810326,5.18
I Leukemia,Kentucky,2014,51,1135044,4.49
I Leukemia,Louisiana,2014,48,1238097,3.88
I Leukemia,Maryland,2014,64,1523016,4.2
I Leukemia,Massachusetts,2014,59,1622378,3.64
I Leukemia,Michigan,2014,113,2529247,4.470000000000001
I Leukemia,Minnesota,2014,43,1436779,2.99
I Leukemia,Mississippi,2014,36,818840,4.4
I Leukemia,Missouri,2014,71,1558653,4.5600000000000005
I Leukemia,Nebraska,2014,31,525169,5.9
I Leukemia,Nevada,2014,39,726108,5.370000000000001
I Leukemia,New Hampshire,2014,18,309760,5.8100000000000005
I Leukemia,New Jersey,2014,126,2272038,5.550000000000001
I Leukemia,New Mexico,2014,28,564091,4.960000000000001
I Leukemia,New York,2014,248,4841587,5.120000000000001
I Leukemia,North Carolina,2014,125,2548178,4.91
I Leukemia,Ohio,2014,114,2978111,3.83
I Leukemia,Oklahoma,2014,34,1059384,3.2100000000000004
I Leukemia,Oregon,2014,51,961229,5.3100000000000005
I Leukemia,Pennsylvania,2014,140,3098898,4.5200000000000005
I Leukemia,Rhode Island,2014,18,253160,7.109999999999999
I Leukemia,South Carolina,2014,43,1211114,3.5500000000000003
I Leukemia,Tennessee,2014,77,1671080,4.61
I Leukemia,Texas,2014,409,7912748,5.170000000000001
I Leukemia,Utah,2014,41,997232,4.11
I Leukemia,Virginia,2014,85,2104566,4.04
I Leukemia,Washington,2014,96,1784637,5.38
I Leukemia,West Virginia,2014,17,429157,3.9600000000000004
I Leukemia,Wisconsin,2014,65,1472985,4.41
I Leukemia,Alabama,2015,70,1248676,5.61
I Leukemia,Arizona,2015,120,1791893,6.7
I Leukemia,Arkansas,2015,32,786084,4.07
I Leukemia,California,2015,576,10233713,5.63
I Leukemia,Colorado,2015,61,1403855,4.3500000000000005
I Leukemia,Connecticut,2015,29,882614,3.29
I Leukemia,Florida,2015,280,4581732,6.11
I Leukemia,Georgia,2015,108,2794532,3.8600000000000003
I Leukemia,Hawaii,2015,16,346311,4.62
I Leukemia,Idaho,2015,28,486202,5.760000000000001
I Leukemia,Illinois,2015,146,3343564,4.37
I Leukemia,Indiana,2015,85,1774241,4.79
I Leukemia,Iowa,2015,45,829347,5.43
I Leukemia,Kansas,2015,44,809232,5.44
I Leukemia,Kentucky,2015,55,1134815,4.8500000000000005
I Leukemia,Louisiana,2015,75,1239760,6.050000000000001
I Leukemia,Maryland,2015,63,1524205,4.13
I Leukemia,Massachusetts,2015,65,1618344,4.0200000000000005
I Leukemia,Michigan,2015,93,2509250,3.7100000000000004
I Leukemia,Minnesota,2015,72,1439988,5
I Leukemia,Mississippi,2015,28,813225,3.44
I Leukemia,Missouri,2015,65,1555601,4.18
I Leukemia,Nebraska,2015,22,528928,4.16
I Leukemia,Nevada,2015,46,732874,6.28
I Leukemia,New Jersey,2015,97,2266048,4.28
I Leukemia,New Mexico,2015,34,559459,6.08
I Leukemia,New York,2015,238,4827598,4.93
I Leukemia,North Carolina,2015,121,2551335,4.74
I Leukemia,Ohio,2015,133,2967885,4.4799999999999995
I Leukemia,Oklahoma,2015,48,1067368,4.5
I Leukemia,Oregon,2015,55,965333,5.7
I Leukemia,Pennsylvania,2015,154,3085612,4.99
I Leukemia,South Carolina,2015,48,1219204,3.94
I Leukemia,Tennessee,2015,71,1676382,4.24
I Leukemia,Texas,2015,470,8019632,5.86
I Leukemia,Utah,2015,38,1007330,3.7700000000000005
I Leukemia,Virginia,2015,97,2108455,4.6000000000000005
I Leukemia,Washington,2015,89,1799406,4.95
I Leukemia,West Virginia,2015,18,426250,4.220000000000001
I Leukemia,Wisconsin,2015,62,1467155,4.2299999999999995
I Leukemia,Alabama,2016,86,1250345,6.88
I Leukemia,Arizona,2016,94,1797187,5.23
I Leukemia,Arkansas,2016,47,786350,5.98
I Leukemia,California,2016,591,10202315,5.79
I Leukemia,Colorado,2016,67,1412146,4.74
I Leukemia,Connecticut,2016,37,874610,4.2299999999999995
I Leukemia,Florida,2016,232,4649027,4.99
I Leukemia,Georgia,2016,139,2812879,4.94
I Leukemia,Idaho,2016,22,493223,4.46
I Leukemia,Illinois,2016,156,3315189,4.71
I Leukemia,Indiana,2016,87,1775628,4.9
I Leukemia,Iowa,2016,55,831639,6.609999999999999
I Leukemia,Kansas,2016,29,807121,3.59
I Leukemia,Kentucky,2016,56,1135568,4.93
I Leukemia,Louisiana,2016,34,1241897,2.74
I Leukemia,Maryland,2016,73,1527292,4.78
I Leukemia,Massachusetts,2016,71,1615181,4.4
I Leukemia,Michigan,2016,110,2498450,4.4
I Leukemia,Minnesota,2016,47,1448841,3.24
I Leukemia,Mississippi,2016,41,808861,5.07
I Leukemia,Missouri,2016,75,1553547,4.83
I Leukemia,Nebraska,2016,25,533410,4.69
I Leukemia,Nevada,2016,45,741114,6.07
I Leukemia,New Hampshire,2016,16,304051,5.260000000000001
I Leukemia,New Jersey,2016,116,2264110,5.120000000000001
I Leukemia,New Mexico,2016,30,555921,5.4
I Leukemia,New York,2016,203,4812427,4.220000000000001
I Leukemia,North Carolina,2016,129,2566852,5.03
I Leukemia,Ohio,2016,131,2959565,4.43
I Leukemia,Oklahoma,2016,53,1070792,4.95
I Leukemia,Oregon,2016,34,974379,3.49
I Leukemia,Pennsylvania,2016,149,3075303,4.8500000000000005
I Leukemia,South Carolina,2016,49,1227031,3.99
I Leukemia,South Dakota,2016,17,236506,7.190000000000001
I Leukemia,Tennessee,2016,72,1684191,4.28
I Leukemia,Texas,2016,480,8109784,5.920000000000001
I Leukemia,Utah,2016,56,1022229,5.48
I Leukemia,Virginia,2016,96,2115887,4.54
I Leukemia,Washington,2016,92,1823033,5.050000000000001
I Leukemia,Wisconsin,2016,72,1462315,4.920000000000001
I Leukemia,Alabama,2017,67,1250946,5.36
I Leukemia,Arizona,2017,72,1796263,4.010000000000001
I Leukemia,Arkansas,2017,32,786133,4.07
I Leukemia,California,2017,555,10167604,5.460000000000001
I Leukemia,Colorado,2017,57,1415360,4.03
I Leukemia,Connecticut,2017,50,868255,5.760000000000001
I Leukemia,Florida,2017,240,4699258,5.11
I Leukemia,Georgia,2017,138,2823263,4.890000000000001
I Leukemia,Illinois,2017,155,3286354,4.720000000000001
I Leukemia,Indiana,2017,57,1775983,3.2100000000000004
I Leukemia,Iowa,2017,43,833605,5.16
I Leukemia,Kansas,2017,25,803765,3.1100000000000003
I Leukemia,Kentucky,2017,45,1137648,3.9600000000000004
I Leukemia,Louisiana,2017,48,1236712,3.88
I Leukemia,Maine,2017,18,288917,6.23
I Leukemia,Maryland,2017,62,1530203,4.05
I Leukemia,Massachusetts,2017,62,1615467,3.84
I Leukemia,Michigan,2017,104,2488648,4.18
I Leukemia,Minnesota,2017,67,1458066,4.6000000000000005
I Leukemia,Mississippi,2017,32,803635,3.98
I Leukemia,Missouri,2017,46,1552493,2.9600000000000004
I Leukemia,Nebraska,2017,28,536746,5.220000000000001
I Leukemia,Nevada,2017,40,748809,5.34
I Leukemia,New Jersey,2017,114,2267593,5.03
I Leukemia,New Mexico,2017,25,551507,4.53
I Leukemia,New York,2017,225,4793336,4.69
I Leukemia,North Carolina,2017,110,2577649,4.2700000000000005
I Leukemia,Ohio,2017,111,2957947,3.75
I Leukemia,Oklahoma,2017,34,1068531,3.18
I Leukemia,Oregon,2017,53,977998,5.420000000000001
I Leukemia,Pennsylvania,2017,119,3070702,3.88
I Leukemia,South Carolina,2017,44,1234529,3.5600000000000005
I Leukemia,Tennessee,2017,81,1693678,4.78
I Leukemia,Texas,2017,453,8172127,5.54
I Leukemia,Utah,2017,63,1034205,6.09
I Leukemia,Virginia,2017,66,2122008,3.1100000000000003
I Leukemia,Washington,2017,93,1843601,5.04
I Leukemia,West Virginia,2017,16,417913,3.83
I Leukemia,Wisconsin,2017,68,1459797,4.66
I Leukemia,Alabama,2018,49,1252711,3.91
I Leukemia,Arizona,2018,92,1798459,5.120000000000001
I Leukemia,Arkansas,2018,36,785004,4.59
I Leukemia,California,2018,558,10112152,5.5200000000000005
I Leukemia,Colorado,2018,69,1419870,4.86
I Leukemia,Connecticut,2018,28,863084,3.24
I Leukemia,Florida,2018,245,4733157,5.18
I Leukemia,Georgia,2018,138,2830815,4.870000000000001
I Leukemia,Hawaii,2018,18,344436,5.23
I Leukemia,Idaho,2018,25,505845,4.94
I Leukemia,Illinois,2018,161,3256090,4.94
I Leukemia,Indiana,2018,76,1780428,4.2700000000000005
I Leukemia,Iowa,2018,36,832601,4.32
I Leukemia,Kansas,2018,43,800803,5.370000000000001
I Leukemia,Kentucky,2018,53,1137678,4.66
I Leukemia,Louisiana,2018,61,1230763,4.960000000000001
I Leukemia,Maine,2018,16,287145,5.57
I Leukemia,Maryland,2018,60,1532381,3.9200000000000004
I Leukemia,Massachusetts,2018,78,1612332,4.84
I Leukemia,Michigan,2018,93,2474790,3.7600000000000002
I Leukemia,Minnesota,2018,84,1464481,5.74
I Leukemia,Mississippi,2018,22,795615,2.77
I Leukemia,Missouri,2018,58,1550648,3.74
I Leukemia,Nebraska,2018,23,539119,4.2700000000000005
I Leukemia,Nevada,2018,65,757376,8.58
I Leukemia,New Jersey,2018,114,2270116,5.0200000000000005
I Leukemia,New Mexico,2018,24,546545,4.39
I Leukemia,New York,2018,250,4775888,5.23
I Leukemia,North Carolina,2018,99,2587851,3.83
I Leukemia,Ohio,2018,132,2950452,4.470000000000001
I Leukemia,Oklahoma,2018,45,1067039,4.220000000000001
I Leukemia,Oregon,2018,37,976166,3.79
I Leukemia,Pennsylvania,2018,144,3068334,4.69
I Leukemia,Rhode Island,2018,19,250154,7.6000000000000005
I Leukemia,South Carolina,2018,53,1240967,4.2700000000000005
I Leukemia,Tennessee,2018,51,1702308,3
I Leukemia,Texas,2018,468,8214114,5.7
I Leukemia,Utah,2018,61,1041649,5.86
I Leukemia,Virginia,2018,88,2126146,4.14
I Leukemia,Washington,2018,80,1854373,4.3100000000000005
I Leukemia,West Virginia,2018,20,413894,4.83
I Leukemia,Wisconsin,2018,73,1456227,5.010000000000001
I Leukemia,Alabama,2019,45,1253568,3.59
I Leukemia,Arizona,2019,107,1801368,5.94
I Leukemia,Arkansas,2019,31,782773,3.9600000000000004
I Leukemia,California,2019,521,10031937,5.19
I Leukemia,Colorado,2019,62,1416055,4.38
I Leukemia,Connecticut,2019,25,855498,2.92
I Leukemia,Florida,2019,226,4746306,4.760000000000001
I Leukemia,Georgia,2019,128,2837249,4.510000000000001
I Leukemia,Idaho,2019,25,511615,4.890000000000001
I Leukemia,Illinois,2019,146,3223324,4.53
I Leukemia,Indiana,2019,54,1781041,3.0300000000000002
I Leukemia,Iowa,2019,42,832460,5.050000000000001
I Leukemia,Kansas,2019,29,796945,3.64
I Leukemia,Kentucky,2019,60,1135826,5.28
I Leukemia,Louisiana,2019,49,1224395,4
I Leukemia,Maryland,2019,61,1534455,3.98
I Leukemia,Massachusetts,2019,76,1604026,4.74
I Leukemia,Michigan,2019,83,2457921,3.38
I Leukemia,Minnesota,2019,73,1468262,4.970000000000001
I Leukemia,Missouri,2019,57,1548077,3.6799999999999997
I Leukemia,Nebraska,2019,24,540054,4.44
I Leukemia,Nevada,2019,34,764771,4.45
I Leukemia,New Jersey,2019,104,2270780,4.58
I Leukemia,New Mexico,2019,26,542570,4.79
I Leukemia,New York,2019,226,4750606,4.760000000000001
I Leukemia,North Carolina,2019,122,2592554,4.71
I Leukemia,Ohio,2019,137,2942255,4.66
I Leukemia,Oklahoma,2019,57,1066104,5.3500000000000005
I Leukemia,Oregon,2019,49,973039,5.04
I Leukemia,Pennsylvania,2019,125,3055348,4.09
I Leukemia,South Carolina,2019,42,1246902,3.3700000000000006
I Leukemia,Tennessee,2019,65,1705352,3.8100000000000005
I Leukemia,Texas,2019,467,8258161,5.66
I Leukemia,Utah,2019,36,1046127,3.44
I Leukemia,Virginia,2019,104,2130427,4.88
I Leukemia,Washington,2019,88,1862282,4.7299999999999995
I Leukemia,Wisconsin,2019,75,1451315,5.170000000000001
I Leukemia,Alabama,2020,42,1252961,3.35
I Leukemia,Arizona,2020,82,1797655,4.5600000000000005
I Leukemia,Arkansas,2020,27,779232,3.4600000000000004
I Leukemia,California,2020,504,9911839,5.08
I Leukemia,Colorado,2020,62,1407914,4.4
I Leukemia,Connecticut,2020,40,846366,4.7299999999999995
I Leukemia,Florida,2020,243,4752216,5.11
I Leukemia,Georgia,2020,145,2826070,5.13
I Leukemia,Idaho,2020,17,515584,3.3000000000000003
I Leukemia,Illinois,2020,138,3177225,4.34
I Leukemia,Iowa,2020,31,828838,3.74
I Leukemia,Kansas,2020,29,790997,3.6700000000000004
I Leukemia,Kentucky,2020,44,1130680,3.89
I Leukemia,Louisiana,2020,56,1212086,4.62
I Leukemia,Maine,2020,22,284217,7.740000000000001
I Leukemia,Maryland,2020,87,1527500,5.7
I Leukemia,Massachusetts,2020,67,1578332,4.24
I Leukemia,Michigan,2020,83,2433725,3.41
I Leukemia,Minnesota,2020,70,1464734,4.78
I Leukemia,Mississippi,2020,26,778277,3.34
I Leukemia,Missouri,2020,58,1541203,3.7600000000000002
I Leukemia,Nebraska,2020,24,539091,4.45
I Leukemia,Nevada,2020,45,766006,5.870000000000001
I Leukemia,New Jersey,2020,112,2262277,4.95
I Leukemia,New Mexico,2020,21,537034,3.91
I Leukemia,New York,2020,237,4694118,5.050000000000001
I Leukemia,North Carolina,2020,105,2578660,4.07
I Leukemia,Ohio,2020,120,2921500,4.11
I Leukemia,Oklahoma,2020,43,1064162,4.04
I Leukemia,Oregon,2020,54,966858,5.59
I Leukemia,Pennsylvania,2020,130,3035112,4.28
I Leukemia,South Carolina,2020,49,1247280,3.9299999999999997
I Leukemia,Tennessee,2020,72,1704955,4.220000000000001
I Leukemia,Texas,2020,453,8273250,5.48
I Leukemia,Utah,2020,40,1046391,3.8200000000000003
I Leukemia,Virginia,2020,83,2125043,3.91
I Leukemia,Washington,2020,97,1863741,5.2
I Leukemia,West Virginia,2020,20,404838,4.94
I Leukemia,Wisconsin,2020,68,1440144,4.720000000000001
I Leukemia,Alabama,2021,19,1248432,1.52
I Leukemia,Arizona,2021,76,1780190,4.2700000000000005
I Leukemia,Arkansas,2021,36,775555,4.64
I Leukemia,California,2021,553,9634165,5.74
I Leukemia,Colorado,2021,62,1383151,4.4799999999999995
I Leukemia,Connecticut,2021,33,844666,3.91
I Leukemia,Florida,2021,245,4738889,5.170000000000001
I Leukemia,Georgia,2021,114,2798271,4.07
I Leukemia,Idaho,2021,16,522511,3.0600000000000005
I Leukemia,Illinois,2021,150,3104921,4.83
I Leukemia,Iowa,2021,34,821616,4.14
I Leukemia,Kansas,2021,31,781045,3.9700000000000006
I Leukemia,Kentucky,2021,48,1118632,4.29
I Leukemia,Louisiana,2021,50,1194046,4.19
I Leukemia,Maryland,2021,49,1508622,3.25
I Leukemia,Massachusetts,2021,76,1559168,4.870000000000001
I Leukemia,Michigan,2021,80,2381859,3.3600000000000003
I Leukemia,Minnesota,2021,69,1446771,4.7700000000000005
I Leukemia,Mississippi,2021,31,767713,4.04
I Leukemia,Missouri,2021,49,1529584,3.2
I Leukemia,Nebraska,2021,22,533227,4.13
I Leukemia,Nevada,2021,32,760646,4.21
I Leukemia,New Jersey,2021,101,2229840,4.53
I Leukemia,New Mexico,2021,18,525590,3.4200000000000004
I Leukemia,New York,2021,183,4585904,3.99
I Leukemia,North Carolina,2021,98,2578092,3.8000000000000003
I Leukemia,Ohio,2021,114,2872337,3.9700000000000006
I Leukemia,Oklahoma,2021,56,1061686,5.2700000000000005
I Leukemia,Oregon,2021,46,951929,4.83
I Leukemia,Pennsylvania,2021,126,3017424,4.18
I Leukemia,Rhode Island,2021,16,241949,6.609999999999999
I Leukemia,South Carolina,2021,40,1246302,3.2100000000000004
I Leukemia,Tennessee,2021,99,1697511,5.83
I Leukemia,Texas,2021,458,8245806,5.550000000000001
I Leukemia,Utah,2021,68,1042726,6.5200000000000005
I Leukemia,Virginia,2021,68,2104377,3.23
I Leukemia,Washington,2021,87,1829763,4.75
I Leukemia,Wisconsin,2021,67,1409256,4.75
I(a) Lymphoid leukemias,Arizona,1999,50,1480412,3.38
I(a) Lymphoid leukemias,California,1999,351,10162042,3.45
I(a) Lymphoid leukemias,Colorado,1999,36,1204900,2.99
I(a) Lymphoid leukemias,Connecticut,1999,28,917417,3.0500000000000003
I(a) Lymphoid leukemias,Florida,1999,116,4003280,2.9000000000000004
I(a) Lymphoid leukemias,Georgia,1999,59,2373428,2.49
I(a) Lymphoid leukemias,Illinois,1999,115,3599110,3.2
I(a) Lymphoid leukemias,Indiana,1999,62,1755549,3.53
I(a) Lymphoid leukemias,Iowa,1999,24,827846,2.9000000000000004
I(a) Lymphoid leukemias,Kansas,1999,29,798028,3.63
I(a) Lymphoid leukemias,Kentucky,1999,39,1116377,3.49
I(a) Lymphoid leukemias,Louisiana,1999,30,1376341,2.18
I(a) Lymphoid leukemias,Maryland,1999,36,1482861,2.43
I(a) Lymphoid leukemias,Massachusetts,1999,49,1666586,2.94
I(a) Lymphoid leukemias,Michigan,1999,77,2881172,2.67
I(a) Lymphoid leukemias,Minnesota,1999,24,1429505,1.6800000000000002
I(a) Lymphoid leukemias,Missouri,1999,44,1594201,2.7600000000000002
I(a) Lymphoid leukemias,Nevada,1999,19,541544,3.5100000000000002
I(a) Lymphoid leukemias,New Jersey,1999,82,2263704,3.6200000000000006
I(a) Lymphoid leukemias,New Mexico,1999,24,567386,4.2299999999999995
I(a) Lymphoid leukemias,New York,1999,152,5187922,2.93
I(a) Lymphoid leukemias,North Carolina,1999,58,2158582,2.69
I(a) Lymphoid leukemias,Ohio,1999,97,3222127,3.0100000000000002
I(a) Lymphoid leukemias,Oklahoma,1999,34,1004768,3.38
I(a) Lymphoid leukemias,Oregon,1999,38,940829,4.04
I(a) Lymphoid leukemias,Pennsylvania,1999,104,3275657,3.17
I(a) Lymphoid leukemias,South Carolina,1999,26,1132367,2.3000000000000003
I(a) Lymphoid leukemias,Tennessee,1999,20,1548896,1.29
I(a) Lymphoid leukemias,Texas,1999,243,6488388,3.75
I(a) Lymphoid leukemias,Utah,1999,25,808255,3.09
I(a) Lymphoid leukemias,Virginia,1999,50,1918957,2.6100000000000003
I(a) Lymphoid leukemias,Washington,1999,47,1674996,2.8100000000000005
I(a) Lymphoid leukemias,Wisconsin,1999,46,1530291,3.0100000000000002
I(a) Lymphoid leukemias,Alabama,2000,27,1255347,2.15
I(a) Lymphoid leukemias,Arizona,2000,59,1525842,3.8700000000000006
I(a) Lymphoid leukemias,Arkansas,2000,20,760784,2.6300000000000003
I(a) Lymphoid leukemias,California,2000,389,10255924,3.79
I(a) Lymphoid leukemias,Colorado,2000,37,1231243,3.0100000000000002
I(a) Lymphoid leukemias,Connecticut,2000,32,926152,3.4600000000000004
I(a) Lymphoid leukemias,Florida,2000,125,4058589,3.08
I(a) Lymphoid leukemias,Georgia,2000,63,2422975,2.6
I(a) Lymphoid leukemias,Illinois,2000,116,3606347,3.2200000000000006
I(a) Lymphoid leukemias,Indiana,2000,55,1764612,3.12
