cancer_site,state,count,population,crude_rate_100k
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Georgia,66,62011319,0.11000000000000001
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Illinois,82,79093866,0.1
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Indiana,60,37414578,0.16000000000000003
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Iowa,34,18924991,0.18000000000000002
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Kansas,25,18406535,0.13999999999999999
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Kentucky,30,25974328,0.12
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Louisiana,35,29086064,0.12
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Maryland,35,34984232,0.1
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Massachusetts,43,37580693,0.11000000000000001
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Michigan,92,61154757,0.15000000000000002
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Minnesota,52,33142582,0.16000000000000003
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Mississippi,16,15669603,0.1
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Missouri,44,36266473,0.12
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Nevada,22,16014625,0.13999999999999999
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",New Jersey,65,52654520,0.12
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",New York,157,113517852,0.13999999999999999
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",North Carolina,62,56649928,0.11000000000000001
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Ohio,102,70366333,0.13999999999999999
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Oklahoma,32,23756620,0.13
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Oregon,22,22097759,0.1
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Pennsylvania,97,72683727,0.13
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",South Carolina,32,27583495,0.12
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Tennessee,55,37884392,0.15000000000000002
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Texas,209,172599550,0.12
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Utah,37,21588203,0.17
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Virginia,38,47413830,0.08000000000000002
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Washington,47,40520105,0.12
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",Wisconsin,55,34329682,0.16000000000000003
IX(c) Kaposi sarcoma,Alaska,0,4720625,0
IX(c) Kaposi sarcoma,Arizona,0,39775657,0
IX(c) Kaposi sarcoma,Colorado,0,30887289,0
IX(c) Kaposi sarcoma,Connecticut,0,20830240,0
IX(c) Kaposi sarcoma,Hawaii,0,7747695,0
IX(c) Kaposi sarcoma,Idaho,0,10734756,0
IX(c) Kaposi sarcoma,Indiana,0,37414578,0
IX(c) Kaposi sarcoma,Iowa,0,18924991,0
IX(c) Kaposi sarcoma,Kansas,0,18406535,0
IX(c) Kaposi sarcoma,Kentucky,0,25974328,0
IX(c) Kaposi sarcoma,Maine,0,7144119,0
IX(c) Kaposi sarcoma,Montana,0,5846055,0
IX(c) Kaposi sarcoma,Nevada,0,16014625,0
IX(c) Kaposi sarcoma,New Mexico,0,12904509,0
IX(c) Kaposi sarcoma,North Carolina,0,56649928,0
IX(c) Kaposi sarcoma,North Dakota,0,4266274,0
IX(c) Kaposi sarcoma,Ohio,0,70366333,0
IX(c) Kaposi sarcoma,Oklahoma,0,23756620,0
IX(c) Kaposi sarcoma,Oregon,0,22097759,0
IX(c) Kaposi sarcoma,Rhode Island,0,6082080,0
IX(c) Kaposi sarcoma,South Carolina,0,27583495,0
IX(c) Kaposi sarcoma,South Dakota,0,4834317,0
IX(c) Kaposi sarcoma,Vermont,0,3490801,0
IX(c) Kaposi sarcoma,West Virginia,0,9950567,0
IX(c) Kaposi sarcoma,Wisconsin,0,34329682,0
IX(c) Kaposi sarcoma,Wyoming,0,3396153,0
IX(d) Other specified soft tissue sarcomas,Alabama,137,28877079,0.47000000000000003
IX(d) Other specified soft tissue sarcomas,Alaska,18,4720625,0.38
IX(d) Other specified soft tissue sarcomas,Arizona,176,39775657,0.44000000000000006
IX(d) Other specified soft tissue sarcomas,Arkansas,82,17898158,0.45999999999999996
IX(d) Other specified soft tissue sarcomas,California,1175,236070538,0.5
IX(d) Other specified soft tissue sarcomas,Colorado,136,30887289,0.44000000000000006
IX(d) Other specified soft tissue sarcomas,Connecticut,108,20830240,0.52
IX(d) Other specified soft tissue sarcomas,Delaware,17,5268436,0.32000000000000006
IX(d) Other specified soft tissue sarcomas,Florida,521,102863635,0.51
IX(d) Other specified soft tissue sarcomas,Georgia,302,62011319,0.49000000000000005
IX(d) Other specified soft tissue sarcomas,Hawaii,31,7747695,0.4
IX(d) Other specified soft tissue sarcomas,Idaho,44,10734756,0.41
IX(d) Other specified soft tissue sarcomas,Illinois,368,79093866,0.47000000000000003
IX(d) Other specified soft tissue sarcomas,Indiana,151,37414578,0.4
IX(d) Other specified soft tissue sarcomas,Iowa,98,18924991,0.52
IX(d) Other specified soft tissue sarcomas,Kansas,77,18406535,0.42000000000000004
IX(d) Other specified soft tissue sarcomas,Kentucky,117,25974328,0.45
IX(d) Other specified soft tissue sarcomas,Louisiana,131,29086064,0.45
IX(d) Other specified soft tissue sarcomas,Maine,36,7144119,0.5
IX(d) Other specified soft tissue sarcomas,Maryland,161,34984232,0.45999999999999996
IX(d) Other specified soft tissue sarcomas,Massachusetts,206,37580693,0.55
IX(d) Other specified soft tissue sarcomas,Michigan,304,61154757,0.5
IX(d) Other specified soft tissue sarcomas,Minnesota,183,33142582,0.55
IX(d) Other specified soft tissue sarcomas,Mississippi,60,15669603,0.38
IX(d) Other specified soft tissue sarcomas,Missouri,145,36266473,0.4
IX(d) Other specified soft tissue sarcomas,Montana,31,5846055,0.53
IX(d) Other specified soft tissue sarcomas,Nebraska,49,11903430,0.41
IX(d) Other specified soft tissue sarcomas,Nevada,71,16014625,0.44000000000000006
IX(d) Other specified soft tissue sarcomas,New Hampshire,43,7453487,0.58
IX(d) Other specified soft tissue sarcomas,New Jersey,276,52654520,0.52
IX(d) Other specified soft tissue sarcomas,New Mexico,82,12904509,0.6400000000000001
IX(d) Other specified soft tissue sarcomas,New York,585,113517852,0.52
IX(d) Other specified soft tissue sarcomas,North Carolina,259,56649928,0.45999999999999996
IX(d) Other specified soft tissue sarcomas,North Dakota,16,4266274,0.38
IX(d) Other specified soft tissue sarcomas,Ohio,322,70366333,0.45999999999999996
IX(d) Other specified soft tissue sarcomas,Oklahoma,98,23756620,0.41
IX(d) Other specified soft tissue sarcomas,Oregon,79,22097759,0.36000000000000004
IX(d) Other specified soft tissue sarcomas,Pennsylvania,339,72683727,0.47000000000000003
IX(d) Other specified soft tissue sarcomas,Rhode Island,31,6082080,0.51
IX(d) Other specified soft tissue sarcomas,South Carolina,87,27583495,0.32000000000000006
IX(d) Other specified soft tissue sarcomas,South Dakota,22,4834317,0.45999999999999996
IX(d) Other specified soft tissue sarcomas,Tennessee,137,37884392,0.36000000000000004
IX(d) Other specified soft tissue sarcomas,Texas,757,172599550,0.44000000000000006
IX(d) Other specified soft tissue sarcomas,Utah,114,21588203,0.53
IX(d) Other specified soft tissue sarcomas,Vermont,18,3490801,0.52
IX(d) Other specified soft tissue sarcomas,Virginia,203,47413830,0.43
IX(d) Other specified soft tissue sarcomas,Washington,208,40520105,0.51
IX(d) Other specified soft tissue sarcomas,West Virginia,55,9950567,0.55
IX(d) Other specified soft tissue sarcomas,Wisconsin,143,34329682,0.42000000000000004
IX(e) Unspecified soft tissue sarcomas,Alabama,52,28877079,0.18000000000000002
IX(e) Unspecified soft tissue sarcomas,Arizona,49,39775657,0.12
IX(e) Unspecified soft tissue sarcomas,Arkansas,28,17898158,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,California,274,236070538,0.12
IX(e) Unspecified soft tissue sarcomas,Colorado,28,30887289,0.09000000000000001
IX(e) Unspecified soft tissue sarcomas,Connecticut,31,20830240,0.15000000000000002
IX(e) Unspecified soft tissue sarcomas,Florida,168,102863635,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Georgia,111,62011319,0.18000000000000002
IX(e) Unspecified soft tissue sarcomas,Idaho,25,10734756,0.22999999999999998
IX(e) Unspecified soft tissue sarcomas,Illinois,126,79093866,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Indiana,48,37414578,0.13
IX(e) Unspecified soft tissue sarcomas,Iowa,28,18924991,0.15000000000000002
IX(e) Unspecified soft tissue sarcomas,Kansas,24,18406535,0.13
IX(e) Unspecified soft tissue sarcomas,Kentucky,32,25974328,0.12
IX(e) Unspecified soft tissue sarcomas,Louisiana,35,29086064,0.12
IX(e) Unspecified soft tissue sarcomas,Maryland,46,34984232,0.13
IX(e) Unspecified soft tissue sarcomas,Massachusetts,53,37580693,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Michigan,97,61154757,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Minnesota,27,33142582,0.08000000000000002
IX(e) Unspecified soft tissue sarcomas,Missouri,30,36266473,0.08000000000000002
IX(e) Unspecified soft tissue sarcomas,Nevada,19,16014625,0.12
IX(e) Unspecified soft tissue sarcomas,New Jersey,65,52654520,0.12
IX(e) Unspecified soft tissue sarcomas,New York,196,113517852,0.17
IX(e) Unspecified soft tissue sarcomas,North Carolina,77,56649928,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Ohio,86,70366333,0.12
IX(e) Unspecified soft tissue sarcomas,Oklahoma,27,23756620,0.11000000000000001
IX(e) Unspecified soft tissue sarcomas,Oregon,31,22097759,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Pennsylvania,94,72683727,0.13
IX(e) Unspecified soft tissue sarcomas,South Carolina,37,27583495,0.13
IX(e) Unspecified soft tissue sarcomas,Tennessee,56,37884392,0.15000000000000002
IX(e) Unspecified soft tissue sarcomas,Texas,277,172599550,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Utah,35,21588203,0.16000000000000003
IX(e) Unspecified soft tissue sarcomas,Virginia,63,47413830,0.13
IX(e) Unspecified soft tissue sarcomas,Washington,56,40520105,0.13999999999999999
IX(e) Unspecified soft tissue sarcomas,Wisconsin,61,34329682,0.18000000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Alabama,255,28877079,0.8800000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Alaska,43,4720625,0.91
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arizona,487,39775657,1.22
"X Germ-cell, trophoblastic and other gonadal neoplasms",Arkansas,154,17898158,0.86
"X Germ-cell, trophoblastic and other gonadal neoplasms",California,3160,236070538,1.34
"X Germ-cell, trophoblastic and other gonadal neoplasms",Colorado,358,30887289,1.16
"X Germ-cell, trophoblastic and other gonadal neoplasms",Connecticut,194,20830240,0.9300000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Delaware,62,5268436,1.1800000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",District of Columbia,23,3083338,0.75
"X Germ-cell, trophoblastic and other gonadal neoplasms",Florida,1085,102863635,1.05
"X Germ-cell, trophoblastic and other gonadal neoplasms",Georgia,585,62011319,0.9400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Hawaii,110,7747695,1.42
"X Germ-cell, trophoblastic and other gonadal neoplasms",Idaho,122,10734756,1.1400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Illinois,974,79093866,1.2300000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Indiana,386,37414578,1.03
"X Germ-cell, trophoblastic and other gonadal neoplasms",Iowa,226,18924991,1.1900000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kansas,213,18406535,1.16
"X Germ-cell, trophoblastic and other gonadal neoplasms",Kentucky,285,25974328,1.1
"X Germ-cell, trophoblastic and other gonadal neoplasms",Louisiana,268,29086064,0.9199999999999999
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maine,67,7144119,0.9400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Maryland,293,34984232,0.8400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Massachusetts,389,37580693,1.04
"X Germ-cell, trophoblastic and other gonadal neoplasms",Michigan,666,61154757,1.09
"X Germ-cell, trophoblastic and other gonadal neoplasms",Minnesota,423,33142582,1.2800000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Mississippi,135,15669603,0.86
"X Germ-cell, trophoblastic and other gonadal neoplasms",Missouri,365,36266473,1.01
"X Germ-cell, trophoblastic and other gonadal neoplasms",Montana,67,5846055,1.1500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nebraska,124,11903430,1.04
"X Germ-cell, trophoblastic and other gonadal neoplasms",Nevada,202,16014625,1.26
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Hampshire,84,7453487,1.1300000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,616,52654520,1.17
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Mexico,165,12904509,1.2800000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",New York,1312,113517852,1.16
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Carolina,572,56649928,1.01
"X Germ-cell, trophoblastic and other gonadal neoplasms",North Dakota,38,4266274,0.8900000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Ohio,681,70366333,0.97
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oklahoma,221,23756620,0.9300000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Oregon,278,22097759,1.26
"X Germ-cell, trophoblastic and other gonadal neoplasms",Pennsylvania,769,72683727,1.06
"X Germ-cell, trophoblastic and other gonadal neoplasms",Rhode Island,74,6082080,1.22
"X Germ-cell, trophoblastic and other gonadal neoplasms",South Carolina,233,27583495,0.8400000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",South Dakota,51,4834317,1.05
"X Germ-cell, trophoblastic and other gonadal neoplasms",Tennessee,352,37884392,0.9300000000000002
"X Germ-cell, trophoblastic and other gonadal neoplasms",Texas,2236,172599550,1.3
"X Germ-cell, trophoblastic and other gonadal neoplasms",Utah,294,21588203,1.36
"X Germ-cell, trophoblastic and other gonadal neoplasms",Vermont,40,3490801,1.1500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Virginia,410,47413830,0.86
"X Germ-cell, trophoblastic and other gonadal neoplasms",Washington,412,40520105,1.02
"X Germ-cell, trophoblastic and other gonadal neoplasms",West Virginia,87,9950567,0.87
"X Germ-cell, trophoblastic and other gonadal neoplasms",Wisconsin,396,34329682,1.1500000000000001
"X Germ-cell, trophoblastic and other gonadal neoplasms",Wyoming,36,3396153,1.06
X(a) Intracranial & intraspinal germ cell tumors,Alabama,35,28877079,0.12
X(a) Intracranial & intraspinal germ cell tumors,Arizona,83,39775657,0.21000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Arkansas,25,17898158,0.13999999999999999
X(a) Intracranial & intraspinal germ cell tumors,California,520,236070538,0.22000000000000003
X(a) Intracranial & intraspinal germ cell tumors,Colorado,63,30887289,0.2
X(a) Intracranial & intraspinal germ cell tumors,Connecticut,31,20830240,0.15000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Florida,172,102863635,0.17
X(a) Intracranial & intraspinal germ cell tumors,Georgia,86,62011319,0.13999999999999999
X(a) Intracranial & intraspinal germ cell tumors,Hawaii,26,7747695,0.34
X(a) Intracranial & intraspinal germ cell tumors,Illinois,153,79093866,0.19
X(a) Intracranial & intraspinal germ cell tumors,Indiana,62,37414578,0.17
X(a) Intracranial & intraspinal germ cell tumors,Iowa,26,18924991,0.13999999999999999
X(a) Intracranial & intraspinal germ cell tumors,Kansas,23,18406535,0.12
X(a) Intracranial & intraspinal germ cell tumors,Kentucky,42,25974328,0.16000000000000003
X(a) Intracranial & intraspinal germ cell tumors,Louisiana,47,29086064,0.16000000000000003
X(a) Intracranial & intraspinal germ cell tumors,Maine,18,7144119,0.25
X(a) Intracranial & intraspinal germ cell tumors,Maryland,51,34984232,0.15000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Massachusetts,62,37580693,0.16000000000000003
X(a) Intracranial & intraspinal germ cell tumors,Michigan,93,61154757,0.15000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Minnesota,56,33142582,0.17
X(a) Intracranial & intraspinal germ cell tumors,Mississippi,19,15669603,0.12
X(a) Intracranial & intraspinal germ cell tumors,Missouri,47,36266473,0.13
X(a) Intracranial & intraspinal germ cell tumors,Nebraska,22,11903430,0.18000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Nevada,24,16014625,0.15000000000000002
X(a) Intracranial & intraspinal germ cell tumors,New Hampshire,16,7453487,0.21000000000000002
X(a) Intracranial & intraspinal germ cell tumors,New Jersey,90,52654520,0.17
X(a) Intracranial & intraspinal germ cell tumors,New York,212,113517852,0.19
X(a) Intracranial & intraspinal germ cell tumors,North Carolina,88,56649928,0.16000000000000003
X(a) Intracranial & intraspinal germ cell tumors,Ohio,101,70366333,0.13999999999999999
X(a) Intracranial & intraspinal germ cell tumors,Oklahoma,47,23756620,0.2
X(a) Intracranial & intraspinal germ cell tumors,Oregon,39,22097759,0.18000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Pennsylvania,124,72683727,0.17
X(a) Intracranial & intraspinal germ cell tumors,South Carolina,33,27583495,0.12
X(a) Intracranial & intraspinal germ cell tumors,Tennessee,57,37884392,0.15000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Texas,313,172599550,0.18000000000000002
X(a) Intracranial & intraspinal germ cell tumors,Utah,40,21588203,0.19
X(a) Intracranial & intraspinal germ cell tumors,Virginia,81,47413830,0.17
X(a) Intracranial & intraspinal germ cell tumors,Washington,54,40520105,0.13
X(a) Intracranial & intraspinal germ cell tumors,Wisconsin,45,34329682,0.13
X(b) Extracranial & extragonadal germ cell tumors,Alabama,37,28877079,0.13
X(b) Extracranial & extragonadal germ cell tumors,Arizona,73,39775657,0.18000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Arkansas,20,17898158,0.11000000000000001
X(b) Extracranial & extragonadal germ cell tumors,California,356,236070538,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Colorado,47,30887289,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Connecticut,21,20830240,0.1
X(b) Extracranial & extragonadal germ cell tumors,Florida,144,102863635,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,Georgia,89,62011319,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,Hawaii,16,7747695,0.21000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Illinois,110,79093866,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,Indiana,67,37414578,0.18000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Iowa,31,18924991,0.16000000000000003
X(b) Extracranial & extragonadal germ cell tumors,Kansas,28,18406535,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Kentucky,43,25974328,0.17
X(b) Extracranial & extragonadal germ cell tumors,Louisiana,52,29086064,0.18000000000000002
X(b) Extracranial & extragonadal germ cell tumors,Maryland,39,34984232,0.11000000000000001
X(b) Extracranial & extragonadal germ cell tumors,Massachusetts,51,37580693,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,Michigan,83,61154757,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,Minnesota,57,33142582,0.17
X(b) Extracranial & extragonadal germ cell tumors,Mississippi,25,15669603,0.16000000000000003
X(b) Extracranial & extragonadal germ cell tumors,Missouri,48,36266473,0.13
X(b) Extracranial & extragonadal germ cell tumors,Nevada,23,16014625,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,New Jersey,79,52654520,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,New Mexico,21,12904509,0.16000000000000003
X(b) Extracranial & extragonadal germ cell tumors,New York,171,113517852,0.15000000000000002
X(b) Extracranial & extragonadal germ cell tumors,North Carolina,74,56649928,0.13
X(b) Extracranial & extragonadal germ cell tumors,Ohio,79,70366333,0.11000000000000001
X(b) Extracranial & extragonadal germ cell tumors,Oklahoma,32,23756620,0.13
X(b) Extracranial & extragonadal germ cell tumors,Oregon,31,22097759,0.13999999999999999
X(b) Extracranial & extragonadal germ cell tumors,Pennsylvania,88,72683727,0.12
X(b) Extracranial & extragonadal germ cell tumors,South Carolina,31,27583495,0.11000000000000001
X(b) Extracranial & extragonadal germ cell tumors,Tennessee,37,37884392,0.1
X(b) Extracranial & extragonadal germ cell tumors,Texas,275,172599550,0.16000000000000003
X(b) Extracranial & extragonadal germ cell tumors,Utah,50,21588203,0.22999999999999998
X(b) Extracranial & extragonadal germ cell tumors,Virginia,44,47413830,0.09000000000000001
X(b) Extracranial & extragonadal germ cell tumors,Washington,68,40520105,0.17
X(b) Extracranial & extragonadal germ cell tumors,West Virginia,19,9950567,0.19
X(b) Extracranial & extragonadal germ cell tumors,Wisconsin,42,34329682,0.12
X(c) Malignant gonadal germ cell tumors,Alabama,144,28877079,0.5
X(c) Malignant gonadal germ cell tumors,Alaska,25,4720625,0.53
X(c) Malignant gonadal germ cell tumors,Arizona,303,39775657,0.76
X(c) Malignant gonadal germ cell tumors,Arkansas,96,17898158,0.54
X(c) Malignant gonadal germ cell tumors,California,2114,236070538,0.9
X(c) Malignant gonadal germ cell tumors,Colorado,226,30887289,0.73
X(c) Malignant gonadal germ cell tumors,Connecticut,131,20830240,0.63
X(c) Malignant gonadal germ cell tumors,Delaware,35,5268436,0.66
X(c) Malignant gonadal germ cell tumors,Florida,687,102863635,0.67
X(c) Malignant gonadal germ cell tumors,Georgia,368,62011319,0.5900000000000001
X(c) Malignant gonadal germ cell tumors,Hawaii,60,7747695,0.77
X(c) Malignant gonadal germ cell tumors,Idaho,87,10734756,0.81
X(c) Malignant gonadal germ cell tumors,Illinois,660,79093866,0.8300000000000001
X(c) Malignant gonadal germ cell tumors,Indiana,234,37414578,0.63
X(c) Malignant gonadal germ cell tumors,Iowa,157,18924991,0.8300000000000001
X(c) Malignant gonadal germ cell tumors,Kansas,140,18406535,0.76
X(c) Malignant gonadal germ cell tumors,Kentucky,179,25974328,0.6900000000000001
X(c) Malignant gonadal germ cell tumors,Louisiana,150,29086064,0.52
X(c) Malignant gonadal germ cell tumors,Maine,37,7144119,0.52
X(c) Malignant gonadal germ cell tumors,Maryland,183,34984232,0.52
X(c) Malignant gonadal germ cell tumors,Massachusetts,236,37580693,0.63
X(c) Malignant gonadal germ cell tumors,Michigan,436,61154757,0.71
X(c) Malignant gonadal germ cell tumors,Minnesota,289,33142582,0.87
X(c) Malignant gonadal germ cell tumors,Mississippi,83,15669603,0.53
X(c) Malignant gonadal germ cell tumors,Missouri,246,36266473,0.68
X(c) Malignant gonadal germ cell tumors,Montana,47,5846055,0.8
X(c) Malignant gonadal germ cell tumors,Nebraska,80,11903430,0.67
X(c) Malignant gonadal germ cell tumors,Nevada,139,16014625,0.87
X(c) Malignant gonadal germ cell tumors,New Hampshire,51,7453487,0.68
X(c) Malignant gonadal germ cell tumors,New Jersey,404,52654520,0.77
X(c) Malignant gonadal germ cell tumors,New Mexico,116,12904509,0.9
X(c) Malignant gonadal germ cell tumors,New York,839,113517852,0.7400000000000001
X(c) Malignant gonadal germ cell tumors,North Carolina,375,56649928,0.66
X(c) Malignant gonadal germ cell tumors,North Dakota,25,4266274,0.5900000000000001
X(c) Malignant gonadal germ cell tumors,Ohio,440,70366333,0.63
X(c) Malignant gonadal germ cell tumors,Oklahoma,124,23756620,0.52
X(c) Malignant gonadal germ cell tumors,Oregon,194,22097759,0.8800000000000001
X(c) Malignant gonadal germ cell tumors,Pennsylvania,497,72683727,0.68
X(c) Malignant gonadal germ cell tumors,Rhode Island,49,6082080,0.81
X(c) Malignant gonadal germ cell tumors,South Carolina,149,27583495,0.54
X(c) Malignant gonadal germ cell tumors,South Dakota,33,4834317,0.68
X(c) Malignant gonadal germ cell tumors,Tennessee,234,37884392,0.6200000000000001
X(c) Malignant gonadal germ cell tumors,Texas,1468,172599550,0.8500000000000001
X(c) Malignant gonadal germ cell tumors,Utah,187,21588203,0.87
X(c) Malignant gonadal germ cell tumors,Vermont,27,3490801,0.77
X(c) Malignant gonadal germ cell tumors,Virginia,248,47413830,0.52
X(c) Malignant gonadal germ cell tumors,Washington,270,40520105,0.67
X(c) Malignant gonadal germ cell tumors,West Virginia,46,9950567,0.45999999999999996
X(c) Malignant gonadal germ cell tumors,Wisconsin,273,34329682,0.8
X(c) Malignant gonadal germ cell tumors,Wyoming,27,3396153,0.8
X(d) Gonadal carcinomas,Alabama,19,28877079,0.06999999999999999
X(d) Gonadal carcinomas,Arizona,16,39775657,0.04000000000000001
X(d) Gonadal carcinomas,California,108,236070538,0.05
X(d) Gonadal carcinomas,Florida,44,102863635,0.04000000000000001
X(d) Gonadal carcinomas,Georgia,23,62011319,0.04000000000000001
X(d) Gonadal carcinomas,Illinois,34,79093866,0.04000000000000001
X(d) Gonadal carcinomas,Massachusetts,20,37580693,0.05
X(d) Gonadal carcinomas,Michigan,29,61154757,0.05
X(d) Gonadal carcinomas,Missouri,19,36266473,0.05
X(d) Gonadal carcinomas,New Jersey,25,52654520,0.05
X(d) Gonadal carcinomas,New York,57,113517852,0.05
X(d) Gonadal carcinomas,North Carolina,20,56649928,0.04000000000000001
X(d) Gonadal carcinomas,Ohio,30,70366333,0.04000000000000001
X(d) Gonadal carcinomas,Pennsylvania,37,72683727,0.05
X(d) Gonadal carcinomas,Texas,79,172599550,0.05
X(d) Gonadal carcinomas,Vermont,0,3490801,0
X(d) Gonadal carcinomas,Virginia,20,47413830,0.04000000000000001
X(d) Gonadal carcinomas,Wisconsin,21,34329682,0.06
X(e) Other and unspecified malignant gonadal tumors,Alabama,20,28877079,0.06999999999999999
X(e) Other and unspecified malignant gonadal tumors,California,62,236070538,0.03
X(e) Other and unspecified malignant gonadal tumors,Colorado,17,30887289,0.06
X(e) Other and unspecified malignant gonadal tumors,Florida,38,102863635,0.04000000000000001
X(e) Other and unspecified malignant gonadal tumors,Georgia,19,62011319,0.03
X(e) Other and unspecified malignant gonadal tumors,Illinois,17,79093866,0.020000000000000004
X(e) Other and unspecified malignant gonadal tumors,Massachusetts,20,37580693,0.05
X(e) Other and unspecified malignant gonadal tumors,Michigan,25,61154757,0.04000000000000001
X(e) Other and unspecified malignant gonadal tumors,New Jersey,18,52654520,0.03
X(e) Other and unspecified malignant gonadal tumors,New York,33,113517852,0.03
X(e) Other and unspecified malignant gonadal tumors,North Dakota,0,4266274,0
X(e) Other and unspecified malignant gonadal tumors,Ohio,31,70366333,0.04000000000000001
X(e) Other and unspecified malignant gonadal tumors,Pennsylvania,23,72683727,0.03
X(e) Other and unspecified malignant gonadal tumors,Texas,101,172599550,0.06
X(e) Other and unspecified malignant gonadal tumors,Virginia,17,47413830,0.04000000000000001
X(e) Other and unspecified malignant gonadal tumors,Wyoming,0,3396153,0
XI Carcinomas and other malignant epithelial neoplasms,Alabama,514,28877079,1.7800000000000002
XI Carcinomas and other malignant epithelial neoplasms,Alaska,82,4720625,1.74
XI Carcinomas and other malignant epithelial neoplasms,Arizona,762,39775657,1.92
XI Carcinomas and other malignant epithelial neoplasms,Arkansas,295,17898158,1.6500000000000001
