cancer_site,state,sex,count,population,crude_rate_100k
I(d) Myelodysplastic syndrome and other myeloproliferative,New York,Male,99,58064527,0.17
I(d) Myelodysplastic syndrome and other myeloproliferative,North Carolina,Female,32,27670201,0.12
I(d) Myelodysplastic syndrome and other myeloproliferative,North Carolina,Male,44,28979727,0.15000000000000002
I(d) Myelodysplastic syndrome and other myeloproliferative,North Dakota,Female,0,2071886,0
I(d) Myelodysplastic syndrome and other myeloproliferative,Ohio,Female,51,34368943,0.15000000000000002
I(d) Myelodysplastic syndrome and other myeloproliferative,Ohio,Male,61,35997390,0.17
I(d) Myelodysplastic syndrome and other myeloproliferative,Oregon,Male,20,11324451,0.18000000000000002
I(d) Myelodysplastic syndrome and other myeloproliferative,Pennsylvania,Female,49,35510719,0.13999999999999999
I(d) Myelodysplastic syndrome and other myeloproliferative,Pennsylvania,Male,44,37173008,0.12
I(d) Myelodysplastic syndrome and other myeloproliferative,South Carolina,Female,16,13498914,0.12
I(d) Myelodysplastic syndrome and other myeloproliferative,Tennessee,Female,18,18500186,0.1
I(d) Myelodysplastic syndrome and other myeloproliferative,Tennessee,Male,30,19384206,0.15000000000000002
I(d) Myelodysplastic syndrome and other myeloproliferative,Texas,Female,122,84248594,0.13999999999999999
I(d) Myelodysplastic syndrome and other myeloproliferative,Texas,Male,146,88350956,0.17
I(d) Myelodysplastic syndrome and other myeloproliferative,Utah,Male,19,11049649,0.17
I(d) Myelodysplastic syndrome and other myeloproliferative,Virginia,Male,29,24228396,0.12
I(d) Myelodysplastic syndrome and other myeloproliferative,Washington,Female,34,19738654,0.17
I(d) Myelodysplastic syndrome and other myeloproliferative,Washington,Male,38,20781451,0.18000000000000002
I(d) Myelodysplastic syndrome and other myeloproliferative,Wisconsin,Male,20,17573883,0.11000000000000001
I(d) Myelodysplastic syndrome and other myeloproliferative,Wyoming,Female,0,1642684,0
I(d) Myelodysplastic syndrome and other myeloproliferative,Wyoming,Male,0,1753469,0
I(e) Unspecified and other specified leukemias,Arizona,Female,32,19406377,0.16000000000000003
I(e) Unspecified and other specified leukemias,Arizona,Male,23,20369280,0.11000000000000001
I(e) Unspecified and other specified leukemias,California,Female,93,115078726,0.08000000000000002
I(e) Unspecified and other specified leukemias,California,Male,139,120991812,0.11000000000000001
I(e) Unspecified and other specified leukemias,Connecticut,Male,24,10654876,0.22999999999999998
I(e) Unspecified and other specified leukemias,Delaware,Female,0,2591476,0
I(e) Unspecified and other specified leukemias,District of Columbia,Female,0,1550069,0
I(e) Unspecified and other specified leukemias,District of Columbia,Male,0,1533269,0
I(e) Unspecified and other specified leukemias,Florida,Female,32,50182775,0.06
I(e) Unspecified and other specified leukemias,Florida,Male,48,52680860,0.09000000000000001
I(e) Unspecified and other specified leukemias,Georgia,Female,26,30321686,0.09000000000000001
I(e) Unspecified and other specified leukemias,Georgia,Male,44,31689633,0.13999999999999999
I(e) Unspecified and other specified leukemias,Illinois,Female,36,38604523,0.09000000000000001
I(e) Unspecified and other specified leukemias,Illinois,Male,55,40489343,0.13999999999999999
I(e) Unspecified and other specified leukemias,Indiana,Male,22,19169072,0.11000000000000001
I(e) Unspecified and other specified leukemias,Kentucky,Male,20,13328766,0.15000000000000002
I(e) Unspecified and other specified leukemias,Louisiana,Female,18,14259277,0.13
I(e) Unspecified and other specified leukemias,Louisiana,Male,18,14826787,0.12
I(e) Unspecified and other specified leukemias,Maine,Male,0,3671569,0
I(e) Unspecified and other specified leukemias,Maryland,Female,24,17122384,0.13999999999999999
I(e) Unspecified and other specified leukemias,Maryland,Male,36,17861848,0.2
I(e) Unspecified and other specified leukemias,Michigan,Female,26,29825800,0.09000000000000001
I(e) Unspecified and other specified leukemias,Michigan,Male,32,31328957,0.1
I(e) Unspecified and other specified leukemias,Minnesota,Male,23,16954017,0.13999999999999999
I(e) Unspecified and other specified leukemias,Nevada,Female,25,7794272,0.32000000000000006
I(e) Unspecified and other specified leukemias,Nevada,Male,37,8220353,0.45
I(e) Unspecified and other specified leukemias,New Jersey,Female,35,25677915,0.13999999999999999
I(e) Unspecified and other specified leukemias,New Jersey,Male,36,26976605,0.13
I(e) Unspecified and other specified leukemias,New York,Female,43,55453325,0.08000000000000002
I(e) Unspecified and other specified leukemias,New York,Male,69,58064527,0.12
I(e) Unspecified and other specified leukemias,North Carolina,Female,20,27670201,0.06999999999999999
I(e) Unspecified and other specified leukemias,North Carolina,Male,29,28979727,0.1
I(e) Unspecified and other specified leukemias,North Dakota,Female,0,2071886,0
I(e) Unspecified and other specified leukemias,Ohio,Female,23,34368943,0.06999999999999999
I(e) Unspecified and other specified leukemias,Ohio,Male,32,35997390,0.09000000000000001
I(e) Unspecified and other specified leukemias,Oklahoma,Female,21,11570306,0.18000000000000002
I(e) Unspecified and other specified leukemias,Pennsylvania,Female,23,35510719,0.06
I(e) Unspecified and other specified leukemias,Pennsylvania,Male,33,37173008,0.09000000000000001
I(e) Unspecified and other specified leukemias,South Carolina,Male,16,14084581,0.11000000000000001
I(e) Unspecified and other specified leukemias,South Dakota,Female,0,2350852,0
I(e) Unspecified and other specified leukemias,Tennessee,Female,20,18500186,0.11000000000000001
I(e) Unspecified and other specified leukemias,Tennessee,Male,27,19384206,0.13999999999999999
I(e) Unspecified and other specified leukemias,Texas,Female,183,84248594,0.22000000000000003
I(e) Unspecified and other specified leukemias,Texas,Male,201,88350956,0.22999999999999998
I(e) Unspecified and other specified leukemias,Vermont,Female,0,1694835,0
I(e) Unspecified and other specified leukemias,Virginia,Female,27,23185434,0.12
I(e) Unspecified and other specified leukemias,Virginia,Male,31,24228396,0.13
I(e) Unspecified and other specified leukemias,Wisconsin,Female,19,16755799,0.11000000000000001
I(e) Unspecified and other specified leukemias,Wisconsin,Male,20,17573883,0.11000000000000001
I(e) Unspecified and other specified leukemias,Wyoming,Male,0,1753469,0
II Lymphoma and reticuloendothelial neoplasms,Alabama,Female,279,14140689,1.97
II Lymphoma and reticuloendothelial neoplasms,Alabama,Male,387,14736390,2.6300000000000003
II Lymphoma and reticuloendothelial neoplasms,Alaska,Female,52,2279931,2.2800000000000002
II Lymphoma and reticuloendothelial neoplasms,Alaska,Male,73,2440694,2.99
II Lymphoma and reticuloendothelial neoplasms,Arizona,Female,384,19406377,1.9800000000000002
II Lymphoma and reticuloendothelial neoplasms,Arizona,Male,562,20369280,2.7600000000000002
II Lymphoma and reticuloendothelial neoplasms,Arkansas,Female,204,8729058,2.34
II Lymphoma and reticuloendothelial neoplasms,Arkansas,Male,309,9169100,3.3700000000000006
II Lymphoma and reticuloendothelial neoplasms,California,Female,2456,115078726,2.1300000000000003
II Lymphoma and reticuloendothelial neoplasms,California,Male,3631,120991812,3
II Lymphoma and reticuloendothelial neoplasms,Colorado,Female,312,15025190,2.08
II Lymphoma and reticuloendothelial neoplasms,Colorado,Male,527,15862099,3.3200000000000003
II Lymphoma and reticuloendothelial neoplasms,Connecticut,Female,286,10175364,2.8100000000000005
II Lymphoma and reticuloendothelial neoplasms,Connecticut,Male,428,10654876,4.0200000000000005
II Lymphoma and reticuloendothelial neoplasms,Delaware,Female,70,2591476,2.7
II Lymphoma and reticuloendothelial neoplasms,Delaware,Male,88,2676960,3.29
II Lymphoma and reticuloendothelial neoplasms,District of Columbia,Female,31,1550069,2
II Lymphoma and reticuloendothelial neoplasms,District of Columbia,Male,40,1533269,2.6100000000000003
II Lymphoma and reticuloendothelial neoplasms,Florida,Female,1151,50182775,2.29
II Lymphoma and reticuloendothelial neoplasms,Florida,Male,1725,52680860,3.2700000000000005
II Lymphoma and reticuloendothelial neoplasms,Georgia,Female,645,30321686,2.1300000000000003
II Lymphoma and reticuloendothelial neoplasms,Georgia,Male,1062,31689633,3.35
II Lymphoma and reticuloendothelial neoplasms,Hawaii,Female,84,3750270,2.2399999999999998
II Lymphoma and reticuloendothelial neoplasms,Hawaii,Male,108,3997425,2.7
II Lymphoma and reticuloendothelial neoplasms,Idaho,Female,114,5258478,2.17
II Lymphoma and reticuloendothelial neoplasms,Idaho,Male,161,5476278,2.94
II Lymphoma and reticuloendothelial neoplasms,Illinois,Female,931,38604523,2.41
II Lymphoma and reticuloendothelial neoplasms,Illinois,Male,1305,40489343,3.2200000000000006
II Lymphoma and reticuloendothelial neoplasms,Indiana,Female,443,18245506,2.43
II Lymphoma and reticuloendothelial neoplasms,Indiana,Male,596,19169072,3.1100000000000003
II Lymphoma and reticuloendothelial neoplasms,Iowa,Female,202,9228398,2.19
II Lymphoma and reticuloendothelial neoplasms,Iowa,Male,304,9696593,3.14
II Lymphoma and reticuloendothelial neoplasms,Kansas,Female,205,8950919,2.29
II Lymphoma and reticuloendothelial neoplasms,Kansas,Male,303,9455616,3.2
II Lymphoma and reticuloendothelial neoplasms,Kentucky,Female,256,12645562,2.02
II Lymphoma and reticuloendothelial neoplasms,Kentucky,Male,498,13328766,3.74
II Lymphoma and reticuloendothelial neoplasms,Louisiana,Female,274,14259277,1.92
II Lymphoma and reticuloendothelial neoplasms,Louisiana,Male,455,14826787,3.0700000000000003
II Lymphoma and reticuloendothelial neoplasms,Maine,Female,107,3472550,3.08
II Lymphoma and reticuloendothelial neoplasms,Maine,Male,144,3671569,3.9200000000000004
II Lymphoma and reticuloendothelial neoplasms,Maryland,Female,350,17122384,2.04
II Lymphoma and reticuloendothelial neoplasms,Maryland,Male,544,17861848,3.0500000000000003
II Lymphoma and reticuloendothelial neoplasms,Massachusetts,Female,446,18423690,2.42
II Lymphoma and reticuloendothelial neoplasms,Massachusetts,Male,670,19157003,3.5
II Lymphoma and reticuloendothelial neoplasms,Michigan,Female,716,29825800,2.4000000000000004
II Lymphoma and reticuloendothelial neoplasms,Michigan,Male,1081,31328957,3.45
II Lymphoma and reticuloendothelial neoplasms,Minnesota,Female,403,16188565,2.49
II Lymphoma and reticuloendothelial neoplasms,Minnesota,Male,623,16954017,3.6700000000000004
II Lymphoma and reticuloendothelial neoplasms,Mississippi,Female,142,7683130,1.85
II Lymphoma and reticuloendothelial neoplasms,Mississippi,Male,219,7986473,2.74
II Lymphoma and reticuloendothelial neoplasms,Missouri,Female,373,17691930,2.1100000000000003
II Lymphoma and reticuloendothelial neoplasms,Missouri,Male,567,18574543,3.0500000000000003
II Lymphoma and reticuloendothelial neoplasms,Montana,Female,68,2835131,2.4000000000000004
II Lymphoma and reticuloendothelial neoplasms,Montana,Male,92,3010924,3.0600000000000005
II Lymphoma and reticuloendothelial neoplasms,Nebraska,Female,117,5805706,2.02
II Lymphoma and reticuloendothelial neoplasms,Nebraska,Male,225,6097724,3.69
II Lymphoma and reticuloendothelial neoplasms,Nevada,Female,151,7794272,1.94
II Lymphoma and reticuloendothelial neoplasms,Nevada,Male,244,8220353,2.97
II Lymphoma and reticuloendothelial neoplasms,New Hampshire,Female,88,3642488,2.42
II Lymphoma and reticuloendothelial neoplasms,New Hampshire,Male,151,3810999,3.9600000000000004
II Lymphoma and reticuloendothelial neoplasms,New Jersey,Female,694,25677915,2.7
II Lymphoma and reticuloendothelial neoplasms,New Jersey,Male,992,26976605,3.6799999999999997
II Lymphoma and reticuloendothelial neoplasms,New Mexico,Female,118,6321366,1.87
II Lymphoma and reticuloendothelial neoplasms,New Mexico,Male,166,6583143,2.52
II Lymphoma and reticuloendothelial neoplasms,New York,Female,1474,55453325,2.66
II Lymphoma and reticuloendothelial neoplasms,New York,Male,2212,58064527,3.8100000000000005
II Lymphoma and reticuloendothelial neoplasms,North Carolina,Female,594,27670201,2.15
II Lymphoma and reticuloendothelial neoplasms,North Carolina,Male,895,28979727,3.09
II Lymphoma and reticuloendothelial neoplasms,North Dakota,Female,55,2071886,2.6500000000000004
II Lymphoma and reticuloendothelial neoplasms,North Dakota,Male,64,2194388,2.92
II Lymphoma and reticuloendothelial neoplasms,Ohio,Female,714,34368943,2.08
II Lymphoma and reticuloendothelial neoplasms,Ohio,Male,1168,35997390,3.24
II Lymphoma and reticuloendothelial neoplasms,Oklahoma,Female,230,11570306,1.99
II Lymphoma and reticuloendothelial neoplasms,Oklahoma,Male,365,12186314,3
II Lymphoma and reticuloendothelial neoplasms,Oregon,Female,240,10773308,2.23
II Lymphoma and reticuloendothelial neoplasms,Oregon,Male,414,11324451,3.66
II Lymphoma and reticuloendothelial neoplasms,Pennsylvania,Female,857,35510719,2.41
II Lymphoma and reticuloendothelial neoplasms,Pennsylvania,Male,1237,37173008,3.33
II Lymphoma and reticuloendothelial neoplasms,Rhode Island,Female,71,2983352,2.3800000000000003
II Lymphoma and reticuloendothelial neoplasms,Rhode Island,Male,93,3098728,3
II Lymphoma and reticuloendothelial neoplasms,South Carolina,Female,299,13498914,2.2100000000000004
II Lymphoma and reticuloendothelial neoplasms,South Carolina,Male,404,14084581,2.87
II Lymphoma and reticuloendothelial neoplasms,South Dakota,Female,54,2350852,2.3000000000000003
II Lymphoma and reticuloendothelial neoplasms,South Dakota,Male,68,2483465,2.74
II Lymphoma and reticuloendothelial neoplasms,Tennessee,Female,413,18500186,2.23
II Lymphoma and reticuloendothelial neoplasms,Tennessee,Male,574,19384206,2.9600000000000004
II Lymphoma and reticuloendothelial neoplasms,Texas,Female,1880,84248594,2.23
II Lymphoma and reticuloendothelial neoplasms,Texas,Male,2735,88350956,3.1
II Lymphoma and reticuloendothelial neoplasms,Utah,Female,241,10538554,2.29
II Lymphoma and reticuloendothelial neoplasms,Utah,Male,355,11049649,3.2100000000000004
II Lymphoma and reticuloendothelial neoplasms,Vermont,Female,52,1694835,3.0700000000000003
II Lymphoma and reticuloendothelial neoplasms,Vermont,Male,59,1795966,3.29
II Lymphoma and reticuloendothelial neoplasms,Virginia,Female,489,23185434,2.1100000000000003
II Lymphoma and reticuloendothelial neoplasms,Virginia,Male,699,24228396,2.89
II Lymphoma and reticuloendothelial neoplasms,Washington,Female,444,19738654,2.25
II Lymphoma and reticuloendothelial neoplasms,Washington,Male,633,20781451,3.0500000000000003
II Lymphoma and reticuloendothelial neoplasms,West Virginia,Female,97,4839575,2
II Lymphoma and reticuloendothelial neoplasms,West Virginia,Male,169,5110992,3.3100000000000005
II Lymphoma and reticuloendothelial neoplasms,Wisconsin,Female,421,16755799,2.5100000000000002
II Lymphoma and reticuloendothelial neoplasms,Wisconsin,Male,563,17573883,3.2
II Lymphoma and reticuloendothelial neoplasms,Wyoming,Female,34,1642684,2.07
II Lymphoma and reticuloendothelial neoplasms,Wyoming,Male,47,1753469,2.68
II(a) Hodgkin lymphomas,Alabama,Female,166,14140689,1.17
II(a) Hodgkin lymphomas,Alabama,Male,146,14736390,0.9900000000000001
II(a) Hodgkin lymphomas,Alaska,Female,24,2279931,1.05
II(a) Hodgkin lymphomas,Alaska,Male,26,2440694,1.07
II(a) Hodgkin lymphomas,Arizona,Female,173,19406377,0.8900000000000001
II(a) Hodgkin lymphomas,Arizona,Male,225,20369280,1.1
II(a) Hodgkin lymphomas,Arkansas,Female,98,8729058,1.1199999999999999
II(a) Hodgkin lymphomas,Arkansas,Male,134,9169100,1.46
II(a) Hodgkin lymphomas,California,Female,1190,115078726,1.03
II(a) Hodgkin lymphomas,California,Male,1415,120991812,1.17
II(a) Hodgkin lymphomas,Colorado,Female,168,15025190,1.1199999999999999
II(a) Hodgkin lymphomas,Colorado,Male,215,15862099,1.36
II(a) Hodgkin lymphomas,Connecticut,Female,155,10175364,1.52
II(a) Hodgkin lymphomas,Connecticut,Male,187,10654876,1.7600000000000002
II(a) Hodgkin lymphomas,Delaware,Female,35,2591476,1.35
II(a) Hodgkin lymphomas,Delaware,Male,40,2676960,1.4900000000000002
II(a) Hodgkin lymphomas,District of Columbia,Female,16,1550069,1.03
II(a) Hodgkin lymphomas,District of Columbia,Male,17,1533269,1.11
II(a) Hodgkin lymphomas,Florida,Female,548,50182775,1.09
II(a) Hodgkin lymphomas,Florida,Male,668,52680860,1.27
II(a) Hodgkin lymphomas,Georgia,Female,318,30321686,1.05
II(a) Hodgkin lymphomas,Georgia,Male,391,31689633,1.2300000000000002
II(a) Hodgkin lymphomas,Hawaii,Female,29,3750270,0.77
II(a) Hodgkin lymphomas,Hawaii,Male,28,3997425,0.7000000000000001
II(a) Hodgkin lymphomas,Idaho,Female,61,5258478,1.16
II(a) Hodgkin lymphomas,Idaho,Male,68,5476278,1.2400000000000002
II(a) Hodgkin lymphomas,Illinois,Female,488,38604523,1.26
II(a) Hodgkin lymphomas,Illinois,Male,535,40489343,1.32
II(a) Hodgkin lymphomas,Indiana,Female,246,18245506,1.35
II(a) Hodgkin lymphomas,Indiana,Male,267,19169072,1.3900000000000001
II(a) Hodgkin lymphomas,Iowa,Female,116,9228398,1.26
II(a) Hodgkin lymphomas,Iowa,Male,113,9696593,1.17
II(a) Hodgkin lymphomas,Kansas,Female,99,8950919,1.11
II(a) Hodgkin lymphomas,Kansas,Male,108,9455616,1.1400000000000001
II(a) Hodgkin lymphomas,Kentucky,Female,141,12645562,1.1199999999999999
II(a) Hodgkin lymphomas,Kentucky,Male,198,13328766,1.4900000000000002
II(a) Hodgkin lymphomas,Louisiana,Female,156,14259277,1.09
II(a) Hodgkin lymphomas,Louisiana,Male,181,14826787,1.22
II(a) Hodgkin lymphomas,Maine,Female,69,3472550,1.99
II(a) Hodgkin lymphomas,Maine,Male,65,3671569,1.77
II(a) Hodgkin lymphomas,Maryland,Female,200,17122384,1.17
II(a) Hodgkin lymphomas,Maryland,Male,243,17861848,1.36
II(a) Hodgkin lymphomas,Massachusetts,Female,257,18423690,1.3900000000000001
II(a) Hodgkin lymphomas,Massachusetts,Male,290,19157003,1.51
II(a) Hodgkin lymphomas,Michigan,Female,395,29825800,1.32
II(a) Hodgkin lymphomas,Michigan,Male,453,31328957,1.4500000000000002
II(a) Hodgkin lymphomas,Minnesota,Female,202,16188565,1.25
II(a) Hodgkin lymphomas,Minnesota,Male,243,16954017,1.4300000000000002
II(a) Hodgkin lymphomas,Mississippi,Female,82,7683130,1.07
II(a) Hodgkin lymphomas,Mississippi,Male,83,7986473,1.04
II(a) Hodgkin lymphomas,Missouri,Female,202,17691930,1.1400000000000001
II(a) Hodgkin lymphomas,Missouri,Male,232,18574543,1.25
II(a) Hodgkin lymphomas,Montana,Female,41,2835131,1.4500000000000002
II(a) Hodgkin lymphomas,Montana,Male,32,3010924,1.06
II(a) Hodgkin lymphomas,Nebraska,Female,67,5805706,1.1500000000000001
II(a) Hodgkin lymphomas,Nebraska,Male,94,6097724,1.54
II(a) Hodgkin lymphomas,Nevada,Female,74,7794272,0.9500000000000001
II(a) Hodgkin lymphomas,Nevada,Male,102,8220353,1.2400000000000002
II(a) Hodgkin lymphomas,New Hampshire,Female,46,3642488,1.26
II(a) Hodgkin lymphomas,New Hampshire,Male,62,3810999,1.6300000000000001
II(a) Hodgkin lymphomas,New Jersey,Female,384,25677915,1.5
II(a) Hodgkin lymphomas,New Jersey,Male,406,26976605,1.51
