cancer_site,state,age_group,count,population,crude_rate_100k
I(a) Lymphoid leukemias,Oregon,5-9 years,205,5412215,3.79
I(a) Lymphoid leukemias,Oregon,< 1 year,20,1028076,1.9500000000000002
I(a) Lymphoid leukemias,Pennsylvania,1-4 years,1041,13237901,7.859999999999999
I(a) Lymphoid leukemias,Pennsylvania,10-14 years,382,18713236,2.04
I(a) Lymphoid leukemias,Pennsylvania,15-19 years,309,20112434,1.54
I(a) Lymphoid leukemias,Pennsylvania,5-9 years,598,17378898,3.44
I(a) Lymphoid leukemias,Pennsylvania,< 1 year,63,3241258,1.94
I(a) Lymphoid leukemias,Rhode Island,1-4 years,76,1081993,7.0200000000000005
I(a) Lymphoid leukemias,Rhode Island,10-14 years,38,1521467,2.5
I(a) Lymphoid leukemias,Rhode Island,15-19 years,19,1794833,1.06
I(a) Lymphoid leukemias,Rhode Island,5-9 years,58,1420502,4.08
I(a) Lymphoid leukemias,South Carolina,1-4 years,324,5226958,6.2
I(a) Lymphoid leukemias,South Carolina,10-14 years,122,7014106,1.74
I(a) Lymphoid leukemias,South Carolina,15-19 years,102,7346855,1.3900000000000001
I(a) Lymphoid leukemias,South Carolina,5-9 years,174,6693916,2.6
I(a) Lymphoid leukemias,South Carolina,< 1 year,22,1301660,1.69
I(a) Lymphoid leukemias,South Dakota,1-4 years,68,962224,7.07
I(a) Lymphoid leukemias,South Dakota,10-14 years,21,1201910,1.75
I(a) Lymphoid leukemias,South Dakota,15-19 years,19,1242334,1.5300000000000002
I(a) Lymphoid leukemias,South Dakota,5-9 years,40,1185915,3.3700000000000006
I(a) Lymphoid leukemias,Tennessee,1-4 years,534,7296317,7.32
I(a) Lymphoid leukemias,Tennessee,10-14 years,185,9701894,1.9100000000000001
I(a) Lymphoid leukemias,Tennessee,15-19 years,147,9750953,1.51
I(a) Lymphoid leukemias,Tennessee,5-9 years,286,9318316,3.0700000000000003
I(a) Lymphoid leukemias,Tennessee,< 1 year,24,1816912,1.32
I(a) Lymphoid leukemias,Texas,1-4 years,2780,34339586,8.1
I(a) Lymphoid leukemias,Texas,10-14 years,1165,43696950,2.67
I(a) Lymphoid leukemias,Texas,15-19 years,850,43234905,1.97
I(a) Lymphoid leukemias,Texas,5-9 years,1684,42752621,3.94
I(a) Lymphoid leukemias,Texas,< 1 year,193,8575488,2.25
I(a) Lymphoid leukemias,Utah,1-4 years,347,4441432,7.81
I(a) Lymphoid leukemias,Utah,10-14 years,98,5325797,1.8399999999999999
I(a) Lymphoid leukemias,Utah,15-19 years,93,5284552,1.7600000000000002
I(a) Lymphoid leukemias,Utah,5-9 years,172,5408434,3.18
I(a) Lymphoid leukemias,Utah,< 1 year,24,1127988,2.1300000000000003
I(a) Lymphoid leukemias,Vermont,1-4 years,51,587023,8.690000000000001
I(a) Lymphoid leukemias,Vermont,10-14 years,24,902253,2.66
I(a) Lymphoid leukemias,Vermont,15-19 years,21,1058474,1.9800000000000002
I(a) Lymphoid leukemias,Vermont,5-9 years,39,803641,4.8500000000000005
I(a) Lymphoid leukemias,Virginia,1-4 years,620,9152502,6.7700000000000005
I(a) Lymphoid leukemias,Virginia,10-14 years,216,12010591,1.8
I(a) Lymphoid leukemias,Virginia,15-19 years,157,12414081,1.26
I(a) Lymphoid leukemias,Virginia,5-9 years,349,11544105,3.02
I(a) Lymphoid leukemias,Virginia,< 1 year,40,2292551,1.74
I(a) Lymphoid leukemias,Washington,1-4 years,602,7867141,7.65
I(a) Lymphoid leukemias,Washington,10-14 years,230,10327779,2.23
I(a) Lymphoid leukemias,Washington,15-19 years,179,10378779,1.72
I(a) Lymphoid leukemias,Washington,5-9 years,332,9996474,3.3200000000000003
I(a) Lymphoid leukemias,Washington,< 1 year,49,1949932,2.5100000000000002
I(a) Lymphoid leukemias,West Virginia,1-4 years,117,1851405,6.32
I(a) Lymphoid leukemias,West Virginia,10-14 years,39,2539200,1.54
I(a) Lymphoid leukemias,West Virginia,15-19 years,33,2702062,1.22
I(a) Lymphoid leukemias,West Virginia,5-9 years,76,2397871,3.17
I(a) Lymphoid leukemias,Wisconsin,1-4 years,523,6332140,8.26
I(a) Lymphoid leukemias,Wisconsin,10-14 years,198,8870911,2.23
I(a) Lymphoid leukemias,Wisconsin,15-19 years,156,9269366,1.6800000000000002
I(a) Lymphoid leukemias,Wisconsin,5-9 years,250,8309592,3.0100000000000002
I(a) Lymphoid leukemias,Wisconsin,< 1 year,35,1547673,2.2600000000000002
I(a) Lymphoid leukemias,Wyoming,1-4 years,39,651740,5.98
I(a) Lymphoid leukemias,Wyoming,10-14 years,17,861083,1.97
I(a) Lymphoid leukemias,Wyoming,15-19 years,16,891664,1.79
I(a) Lymphoid leukemias,Wyoming,5-9 years,29,830117,3.49
I(b) Acute myeloid leukemias,Alabama,1-4 years,51,5469476,0.9300000000000002
I(b) Acute myeloid leukemias,Alabama,10-14 years,48,7397945,0.65
I(b) Acute myeloid leukemias,Alabama,15-19 years,66,7638677,0.86
I(b) Acute myeloid leukemias,Alabama,5-9 years,31,7009562,0.44000000000000006
I(b) Acute myeloid leukemias,Alabama,< 1 year,17,1361419,1.25
I(b) Acute myeloid leukemias,Arizona,1-4 years,80,7848058,1.02
I(b) Acute myeloid leukemias,Arizona,10-14 years,58,10094587,0.5700000000000001
I(b) Acute myeloid leukemias,Arizona,15-19 years,100,10095459,0.9900000000000001
I(b) Acute myeloid leukemias,Arizona,5-9 years,38,9792522,0.39
I(b) Acute myeloid leukemias,Arizona,< 1 year,29,1945031,1.4900000000000002
I(b) Acute myeloid leukemias,Arkansas,1-4 years,33,3472397,0.9500000000000001
I(b) Acute myeloid leukemias,Arkansas,10-14 years,38,4554311,0.8300000000000001
I(b) Acute myeloid leukemias,Arkansas,15-19 years,36,4612721,0.78
I(b) Acute myeloid leukemias,Arkansas,5-9 years,16,4395513,0.36000000000000004
I(b) Acute myeloid leukemias,California,1-4 years,510,45553226,1.1199999999999999
I(b) Acute myeloid leukemias,California,10-14 years,482,60367276,0.8
I(b) Acute myeloid leukemias,California,15-19 years,592,60988865,0.97
I(b) Acute myeloid leukemias,California,5-9 years,310,57817061,0.54
I(b) Acute myeloid leukemias,California,< 1 year,241,11344110,2.12
I(b) Acute myeloid leukemias,Colorado,1-4 years,42,6020046,0.7000000000000001
I(b) Acute myeloid leukemias,Colorado,10-14 years,62,7841777,0.79
I(b) Acute myeloid leukemias,Colorado,15-19 years,97,7910284,1.2300000000000002
I(b) Acute myeloid leukemias,Colorado,5-9 years,20,7622280,0.26
I(b) Acute myeloid leukemias,Colorado,< 1 year,18,1492902,1.21
I(b) Acute myeloid leukemias,Connecticut,1-4 years,33,3732294,0.8800000000000001
I(b) Acute myeloid leukemias,Connecticut,10-14 years,43,5495849,0.78
I(b) Acute myeloid leukemias,Connecticut,15-19 years,51,5663881,0.9
I(b) Acute myeloid leukemias,Connecticut,5-9 years,17,5050886,0.34
I(b) Acute myeloid leukemias,Florida,1-4 years,189,19531010,0.97
I(b) Acute myeloid leukemias,Florida,10-14 years,181,26464457,0.68
I(b) Acute myeloid leukemias,Florida,15-19 years,294,27141887,1.08
I(b) Acute myeloid leukemias,Florida,5-9 years,145,24853995,0.58
I(b) Acute myeloid leukemias,Florida,< 1 year,86,4872286,1.77
I(b) Acute myeloid leukemias,Georgia,1-4 years,133,12030233,1.11
I(b) Acute myeloid leukemias,Georgia,10-14 years,122,15873183,0.77
I(b) Acute myeloid leukemias,Georgia,15-19 years,148,15860044,0.9300000000000002
I(b) Acute myeloid leukemias,Georgia,5-9 years,82,15251004,0.54
I(b) Acute myeloid leukemias,Georgia,< 1 year,35,2996855,1.17
I(b) Acute myeloid leukemias,Hawaii,1-4 years,19,1581086,1.2000000000000002
I(b) Acute myeloid leukemias,Hawaii,10-14 years,18,1938369,0.9300000000000002
I(b) Acute myeloid leukemias,Hawaii,15-19 years,28,1897963,1.4800000000000002
I(b) Acute myeloid leukemias,Hawaii,< 1 year,17,405591,4.19
I(b) Acute myeloid leukemias,Idaho,1-4 years,21,2064110,1.02
I(b) Acute myeloid leukemias,Idaho,15-19 years,17,2784229,0.61
I(b) Acute myeloid leukemias,Illinois,1-4 years,163,15118124,1.08
I(b) Acute myeloid leukemias,Illinois,10-14 years,142,20314300,0.7000000000000001
I(b) Acute myeloid leukemias,Illinois,15-19 years,190,20552912,0.9199999999999999
I(b) Acute myeloid leukemias,Illinois,5-9 years,89,19386015,0.45999999999999996
I(b) Acute myeloid leukemias,Illinois,< 1 year,51,3722515,1.37
I(b) Acute myeloid leukemias,Indiana,1-4 years,79,7153917,1.1
I(b) Acute myeloid leukemias,Indiana,10-14 years,48,9533841,0.5
I(b) Acute myeloid leukemias,Indiana,15-19 years,101,9778770,1.03
I(b) Acute myeloid leukemias,Indiana,5-9 years,37,9181922,0.4
I(b) Acute myeloid leukemias,Indiana,< 1 year,33,1766128,1.87
I(b) Acute myeloid leukemias,Iowa,1-4 years,33,3575940,0.9199999999999999
I(b) Acute myeloid leukemias,Iowa,10-14 years,33,4785289,0.6900000000000001
I(b) Acute myeloid leukemias,Iowa,15-19 years,52,5091669,1.02
I(b) Acute myeloid leukemias,Iowa,5-9 years,18,4589946,0.39
I(b) Acute myeloid leukemias,Kansas,1-4 years,42,3564818,1.1800000000000002
I(b) Acute myeloid leukemias,Kansas,10-14 years,23,4648026,0.49000000000000005
I(b) Acute myeloid leukemias,Kansas,15-19 years,38,4781351,0.79
I(b) Acute myeloid leukemias,Kansas,5-9 years,18,4528480,0.4
I(b) Acute myeloid leukemias,Kansas,< 1 year,17,883860,1.92
I(b) Acute myeloid leukemias,Kentucky,1-4 years,47,5029496,0.9300000000000002
I(b) Acute myeloid leukemias,Kentucky,10-14 years,36,6602154,0.55
I(b) Acute myeloid leukemias,Kentucky,15-19 years,68,6699792,1.01
I(b) Acute myeloid leukemias,Kentucky,5-9 years,23,6386273,0.36000000000000004
I(b) Acute myeloid leukemias,Louisiana,1-4 years,65,5667613,1.1500000000000001
I(b) Acute myeloid leukemias,Louisiana,10-14 years,55,7362307,0.75
I(b) Acute myeloid leukemias,Louisiana,15-19 years,68,7540189,0.9
I(b) Acute myeloid leukemias,Louisiana,5-9 years,30,7096224,0.42000000000000004
I(b) Acute myeloid leukemias,Louisiana,< 1 year,26,1419731,1.83
I(b) Acute myeloid leukemias,Maine,15-19 years,17,2008427,0.8500000000000001
I(b) Acute myeloid leukemias,Maryland,1-4 years,70,6696858,1.05
I(b) Acute myeloid leukemias,Maryland,10-14 years,57,9029000,0.63
I(b) Acute myeloid leukemias,Maryland,15-19 years,73,9046383,0.81
I(b) Acute myeloid leukemias,Maryland,5-9 years,47,8544521,0.55
I(b) Acute myeloid leukemias,Maryland,< 1 year,18,1667470,1.08
I(b) Acute myeloid leukemias,Massachusetts,1-4 years,54,6855880,0.79
I(b) Acute myeloid leukemias,Massachusetts,10-14 years,70,9547360,0.73
I(b) Acute myeloid leukemias,Massachusetts,15-19 years,84,10537941,0.8
I(b) Acute myeloid leukemias,Massachusetts,5-9 years,30,8944247,0.34
I(b) Acute myeloid leukemias,Massachusetts,< 1 year,39,1695265,2.3000000000000003
I(b) Acute myeloid leukemias,Michigan,1-4 years,126,11239256,1.1199999999999999
I(b) Acute myeloid leukemias,Michigan,10-14 years,117,15899361,0.7400000000000001
I(b) Acute myeloid leukemias,Michigan,15-19 years,140,16468910,0.8500000000000001
I(b) Acute myeloid leukemias,Michigan,5-9 years,55,14824040,0.37000000000000005
I(b) Acute myeloid leukemias,Michigan,< 1 year,61,2723190,2.2399999999999998
I(b) Acute myeloid leukemias,Minnesota,1-4 years,74,6364337,1.16
I(b) Acute myeloid leukemias,Minnesota,10-14 years,56,8473091,0.66
I(b) Acute myeloid leukemias,Minnesota,15-19 years,66,8600532,0.77
I(b) Acute myeloid leukemias,Minnesota,5-9 years,36,8134262,0.44000000000000006
I(b) Acute myeloid leukemias,Minnesota,< 1 year,26,1570360,1.6600000000000001
I(b) Acute myeloid leukemias,Mississippi,1-4 years,25,2996593,0.8300000000000001
I(b) Acute myeloid leukemias,Mississippi,10-14 years,31,4000675,0.77
I(b) Acute myeloid leukemias,Mississippi,15-19 years,28,4133405,0.68
I(b) Acute myeloid leukemias,Mississippi,5-9 years,20,3796934,0.53
I(b) Acute myeloid leukemias,Missouri,1-4 years,66,6903905,0.96
I(b) Acute myeloid leukemias,Missouri,10-14 years,50,9282197,0.54
I(b) Acute myeloid leukemias,Missouri,15-19 years,90,9524258,0.9400000000000001
I(b) Acute myeloid leukemias,Missouri,5-9 years,31,8840403,0.35000000000000003
I(b) Acute myeloid leukemias,Missouri,< 1 year,36,1715710,2.1
I(b) Acute myeloid leukemias,Nebraska,1-4 years,30,2342070,1.2800000000000002
I(b) Acute myeloid leukemias,Nebraska,10-14 years,16,2984179,0.54
I(b) Acute myeloid leukemias,Nebraska,15-19 years,35,3070717,1.1400000000000001
I(b) Acute myeloid leukemias,Nevada,1-4 years,40,3221928,1.2400000000000002
I(b) Acute myeloid leukemias,Nevada,10-14 years,25,4107600,0.61
I(b) Acute myeloid leukemias,Nevada,15-19 years,37,3865198,0.96
I(b) Acute myeloid leukemias,Nevada,5-9 years,18,4022790,0.45
I(b) Acute myeloid leukemias,New Hampshire,15-19 years,20,2108547,0.9500000000000001
I(b) Acute myeloid leukemias,New Jersey,1-4 years,91,10070580,0.9
I(b) Acute myeloid leukemias,New Jersey,10-14 years,105,13700943,0.77
I(b) Acute myeloid leukemias,New Jersey,15-19 years,123,13405538,0.9199999999999999
I(b) Acute myeloid leukemias,New Jersey,5-9 years,53,13015487,0.41
I(b) Acute myeloid leukemias,New Jersey,< 1 year,52,2461972,2.1100000000000003
I(b) Acute myeloid leukemias,New Mexico,1-4 years,17,2458592,0.6900000000000001
I(b) Acute myeloid leukemias,New Mexico,10-14 years,16,3311369,0.48
I(b) Acute myeloid leukemias,New Mexico,15-19 years,43,3384754,1.27
I(b) Acute myeloid leukemias,New York,1-4 years,229,21659417,1.06
I(b) Acute myeloid leukemias,New York,10-14 years,205,28734343,0.71
I(b) Acute myeloid leukemias,New York,15-19 years,296,30230461,0.9800000000000001
I(b) Acute myeloid leukemias,New York,5-9 years,118,27394347,0.43
I(b) Acute myeloid leukemias,New York,< 1 year,97,5499284,1.7600000000000002
I(b) Acute myeloid leukemias,North Carolina,1-4 years,106,10909376,0.97
I(b) Acute myeloid leukemias,North Carolina,10-14 years,107,14407853,0.7400000000000001
I(b) Acute myeloid leukemias,North Carolina,15-19 years,119,14736669,0.81
I(b) Acute myeloid leukemias,North Carolina,5-9 years,60,13869469,0.43
I(b) Acute myeloid leukemias,North Carolina,< 1 year,47,2726561,1.72
I(b) Acute myeloid leukemias,Ohio,1-4 years,129,13214951,0.9800000000000001
I(b) Acute myeloid leukemias,Ohio,10-14 years,106,18150108,0.58
I(b) Acute myeloid leukemias,Ohio,15-19 years,151,18587275,0.81
I(b) Acute myeloid leukemias,Ohio,5-9 years,79,17175827,0.45999999999999996
I(b) Acute myeloid leukemias,Ohio,< 1 year,62,3238172,1.9100000000000001
I(b) Acute myeloid leukemias,Oklahoma,1-4 years,43,4644900,0.9300000000000002
I(b) Acute myeloid leukemias,Oklahoma,10-14 years,29,5972495,0.49000000000000005
I(b) Acute myeloid leukemias,Oklahoma,15-19 years,66,6135620,1.08
I(b) Acute myeloid leukemias,Oklahoma,5-9 years,38,5843456,0.65
I(b) Acute myeloid leukemias,Oklahoma,< 1 year,21,1160149,1.8100000000000003
I(b) Acute myeloid leukemias,Oregon,1-4 years,42,4209979,1
I(b) Acute myeloid leukemias,Oregon,10-14 years,39,5655555,0.6900000000000001
I(b) Acute myeloid leukemias,Oregon,15-19 years,44,5791934,0.76
I(b) Acute myeloid leukemias,Oregon,5-9 years,24,5412215,0.44000000000000006
I(b) Acute myeloid leukemias,Oregon,< 1 year,20,1028076,1.9500000000000002
I(b) Acute myeloid leukemias,Pennsylvania,1-4 years,135,13237901,1.02
I(b) Acute myeloid leukemias,Pennsylvania,10-14 years,122,18713236,0.65
I(b) Acute myeloid leukemias,Pennsylvania,15-19 years,184,20112434,0.91
I(b) Acute myeloid leukemias,Pennsylvania,5-9 years,84,17378898,0.48
I(b) Acute myeloid leukemias,Pennsylvania,< 1 year,61,3241258,1.8800000000000001
I(b) Acute myeloid leukemias,Rhode Island,15-19 years,24,1794833,1.34
I(b) Acute myeloid leukemias,South Carolina,1-4 years,45,5226958,0.86
I(b) Acute myeloid leukemias,South Carolina,10-14 years,44,7014106,0.63
I(b) Acute myeloid leukemias,South Carolina,15-19 years,63,7346855,0.86
I(b) Acute myeloid leukemias,South Carolina,5-9 years,33,6693916,0.49000000000000005
I(b) Acute myeloid leukemias,Tennessee,1-4 years,80,7296317,1.1
I(b) Acute myeloid leukemias,Tennessee,10-14 years,51,9701894,0.53
I(b) Acute myeloid leukemias,Tennessee,15-19 years,93,9750953,0.9500000000000001
I(b) Acute myeloid leukemias,Tennessee,5-9 years,33,9318316,0.35000000000000003
I(b) Acute myeloid leukemias,Tennessee,< 1 year,22,1816912,1.21
I(b) Acute myeloid leukemias,Texas,1-4 years,339,34339586,0.9900000000000001
I(b) Acute myeloid leukemias,Texas,10-14 years,331,43696950,0.76
I(b) Acute myeloid leukemias,Texas,15-19 years,370,43234905,0.86
I(b) Acute myeloid leukemias,Texas,5-9 years,197,42752621,0.45999999999999996
I(b) Acute myeloid leukemias,Texas,< 1 year,165,8575488,1.92
I(b) Acute myeloid leukemias,Utah,1-4 years,44,4441432,0.9900000000000001
I(b) Acute myeloid leukemias,Utah,10-14 years,38,5325797,0.71
I(b) Acute myeloid leukemias,Utah,15-19 years,59,5284552,1.1199999999999999
I(b) Acute myeloid leukemias,Utah,5-9 years,18,5408434,0.33
I(b) Acute myeloid leukemias,Utah,< 1 year,28,1127988,2.4800000000000004
I(b) Acute myeloid leukemias,Virginia,1-4 years,82,9152502,0.9
I(b) Acute myeloid leukemias,Virginia,10-14 years,77,12010591,0.6400000000000001
I(b) Acute myeloid leukemias,Virginia,15-19 years,106,12414081,0.8500000000000001
I(b) Acute myeloid leukemias,Virginia,5-9 years,49,11544105,0.42000000000000004
I(b) Acute myeloid leukemias,Virginia,< 1 year,38,2292551,1.6600000000000001
I(b) Acute myeloid leukemias,Washington,1-4 years,78,7867141,0.9900000000000001
I(b) Acute myeloid leukemias,Washington,10-14 years,75,10327779,0.73
I(b) Acute myeloid leukemias,Washington,15-19 years,82,10378779,0.79
I(b) Acute myeloid leukemias,Washington,5-9 years,52,9996474,0.52
I(b) Acute myeloid leukemias,Washington,< 1 year,36,1949932,1.85
I(b) Acute myeloid leukemias,West Virginia,10-14 years,19,2539200,0.75
I(b) Acute myeloid leukemias,West Virginia,15-19 years,27,2702062,1
I(b) Acute myeloid leukemias,Wisconsin,1-4 years,82,6332140,1.29
I(b) Acute myeloid leukemias,Wisconsin,10-14 years,67,8870911,0.76
I(b) Acute myeloid leukemias,Wisconsin,15-19 years,77,9269366,0.8300000000000001
I(b) Acute myeloid leukemias,Wisconsin,5-9 years,44,8309592,0.53
I(b) Acute myeloid leukemias,Wisconsin,< 1 year,31,1547673,2
I(b) Acute myeloid leukemias,Wyoming,10-14 years,0,861083,0
I(c) Chronic myeloproliferative diseases,Alabama,1-4 years,18,5469476,0.33
I(c) Chronic myeloproliferative diseases,Alabama,10-14 years,16,7397945,0.22000000000000003
I(c) Chronic myeloproliferative diseases,Alabama,15-19 years,35,7638677,0.45999999999999996
I(c) Chronic myeloproliferative diseases,Alabama,< 1 year,50,1361419,3.6700000000000004
I(c) Chronic myeloproliferative diseases,Alaska,5-9 years,0,1166606,0
I(c) Chronic myeloproliferative diseases,Arizona,10-14 years,29,10094587,0.29
I(c) Chronic myeloproliferative diseases,Arizona,15-19 years,41,10095459,0.41
I(c) Chronic myeloproliferative diseases,Arkansas,15-19 years,19,4612721,0.41
I(c) Chronic myeloproliferative diseases,California,1-4 years,31,45553226,0.06999999999999999
I(c) Chronic myeloproliferative diseases,California,10-14 years,114,60367276,0.19
I(c) Chronic myeloproliferative diseases,California,15-19 years,248,60988865,0.41
I(c) Chronic myeloproliferative diseases,California,5-9 years,51,57817061,0.09000000000000001
I(c) Chronic myeloproliferative diseases,California,< 1 year,23,11344110,0.2
I(c) Chronic myeloproliferative diseases,Colorado,15-19 years,26,7910284,0.33
I(c) Chronic myeloproliferative diseases,Connecticut,15-19 years,18,5663881,0.32000000000000006
I(c) Chronic myeloproliferative diseases,Delaware,5-9 years,0,1272824,0
I(c) Chronic myeloproliferative diseases,Delaware,< 1 year,0,250143,0
I(c) Chronic myeloproliferative diseases,District of Columbia,1-4 years,0,655965,0
I(c) Chronic myeloproliferative diseases,Florida,1-4 years,18,19531010,0.09000000000000001
I(c) Chronic myeloproliferative diseases,Florida,10-14 years,46,26464457,0.17
I(c) Chronic myeloproliferative diseases,Florida,15-19 years,203,27141887,0.75
I(c) Chronic myeloproliferative diseases,Florida,5-9 years,29,24853995,0.12
I(c) Chronic myeloproliferative diseases,Florida,< 1 year,27,4872286,0.55
I(c) Chronic myeloproliferative diseases,Georgia,10-14 years,43,15873183,0.27
I(c) Chronic myeloproliferative diseases,Georgia,15-19 years,72,15860044,0.45
I(c) Chronic myeloproliferative diseases,Hawaii,5-9 years,0,1924686,0
I(c) Chronic myeloproliferative diseases,Hawaii,< 1 year,0,405591,0
I(c) Chronic myeloproliferative diseases,Illinois,10-14 years,34,20314300,0.17
I(c) Chronic myeloproliferative diseases,Illinois,15-19 years,77,20552912,0.37000000000000005
I(c) Chronic myeloproliferative diseases,Indiana,15-19 years,28,9778770,0.29
I(c) Chronic myeloproliferative diseases,Iowa,15-19 years,20,5091669,0.39
I(c) Chronic myeloproliferative diseases,Kansas,15-19 years,16,4781351,0.33
I(c) Chronic myeloproliferative diseases,Kentucky,15-19 years,26,6699792,0.39
I(c) Chronic myeloproliferative diseases,Louisiana,15-19 years,35,7540189,0.45999999999999996
I(c) Chronic myeloproliferative diseases,Maine,1-4 years,0,1254194,0
I(c) Chronic myeloproliferative diseases,Maryland,15-19 years,39,9046383,0.43
I(c) Chronic myeloproliferative diseases,Massachusetts,10-14 years,18,9547360,0.19
I(c) Chronic myeloproliferative diseases,Massachusetts,15-19 years,36,10537941,0.34
I(c) Chronic myeloproliferative diseases,Michigan,10-14 years,32,15899361,0.2
I(c) Chronic myeloproliferative diseases,Michigan,15-19 years,54,16468910,0.33
I(c) Chronic myeloproliferative diseases,Minnesota,15-19 years,31,8600532,0.36000000000000004
